Tên bảng,Tên trường,Kiểu dữ liệu,Mô tả,Khóa,Ghi chú (FK suy luận)
ENTERPRISE_POSITION_TYPE,NAME,VARCHAR2(255 CHAR),*Tên loại chức vụ*,,
ENTERPRISE_POSITION_TYPE,INFORMATION_DISCLOSURE,NUMBER(1),"*Công bố thông tin (1: Có, 0: Không)*",,
ENTERPRISE_POSITION_TYPE,BOARD_MEMBER,NUMBER(1),"*Thành viên HĐQT (1: Có, 0: Không)*",,
ENTERPRISE_POSITION_TYPE,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
ENTERPRISE_POSITION_TYPE,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
ENTERPRISE_POSITION_TYPE,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
ENTERPRISE_POSITION_TYPE,DELETED_REASON,CLOB,*Lý do xóa*,,
ENTERPRISE_POSITION_TYPE,VERSION,NUMBER(MAX),*Phiên bản*,,
ENTERPRISE_POSITION_TYPE,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
ENTERPRISE_POSITION_TYPE,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
ENTERPRISE_POSITION_TYPE,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
ENTERPRISE_POSITION_TYPE,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
ENTERPRISE_POSITION_TYPE,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
ENTERPRISE_POSITION_TYPE,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
ENTERPRISE_POSITION_TYPE,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
ENTERPRISE_POSITION_TYPE,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
ENTERPRISE_POSITION_TYPE,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
ENTERPRISE_POSITION_TYPE,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
ENTERPRISE_POSITION_TYPE,IDX_ENT_POS_TYPE_ACTIVE,"ACTIVE, DELETED",,,
ENTERPRISE_POSITION_TYPE,IDX_ENT_POS_TYPE_OLD_ID,OLD_ID,,,
ENTERPRISE_POSITION_TYPE,IDX_ENTERPRISE_POSITION_TYPE_STABLE_ID,STABLE_ID,,,
ENTERPRISE_POSITION,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
ENTERPRISE_POSITION,CODE,VARCHAR2(50 CHAR),*Mã chức vụ*,,
ENTERPRISE_POSITION,NAME,VARCHAR2(255 CHAR),*Tên chức vụ*,,
ENTERPRISE_POSITION,SORT_ORDER,NUMBER(19),*Thứ tự sắp xếp*,,
ENTERPRISE_POSITION,ENTERPRISE_POSITION_TYPE_ID,VARCHAR2(36 CHAR)),*Stable Id** loại chức vụ (tham c**hiếu enterprise_position_type.**stableId**)*,,FK suy luận → ENTERPRISE_POSITION_TYPE.ID
ENTERPRISE_POSITION,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
ENTERPRISE_POSITION,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
ENTERPRISE_POSITION,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
ENTERPRISE_POSITION,DELETED_REASON,CLOB,*Lý do xóa*,,
ENTERPRISE_POSITION,VERSION,NUMBER(MAX),*Phiên bản*,,
ENTERPRISE_POSITION,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
ENTERPRISE_POSITION,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
ENTERPRISE_POSITION,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
ENTERPRISE_POSITION,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
ENTERPRISE_POSITION,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
ENTERPRISE_POSITION,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
ENTERPRISE_POSITION,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
ENTERPRISE_POSITION,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
ENTERPRISE_POSITION,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
ENTERPRISE_POSITION,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
ENTERPRISE_POSITION,IDX_ENT_POS_ACTIVE,"ACTIVE, DELETED",,,
ENTERPRISE_POSITION,IDX_ENT_POS_OLD_ID,OLD_ID,,,
ENTERPRISE_POSITION,IDX_ENTERPRISE_POSITION_STABLEID,STABLE_ID,,,
ENTERPRISE_POSITION,IDX_ENT_POS_TYPE_FK,ENTERPRISE_POSITION_TYPE_ID,,,
RELATIONSHIP_CATEGORY,ID,VARCHAR2( 36 CHAR),*Khóa chính (UUIDv7)*,PK,
RELATIONSHIP_CATEGORY,CODE,VARCHAR2(50 CHAR),*Mã đại lý*,,
RELATIONSHIP_CATEGORY,NAME,VARCHAR2(255 CHAR),*Tên loại đại lý*,,
RELATIONSHIP_CATEGORY,APPLIED_TO,VARCHAR2( 20 CHAR),*Đối tượng áp dụng*,,
RELATIONSHIP_CATEGORY,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
RELATIONSHIP_CATEGORY,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
RELATIONSHIP_CATEGORY,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
RELATIONSHIP_CATEGORY,DELETED_REASON,CLOB,*Lý do xóa*,,
RELATIONSHIP_CATEGORY,VERSION,NUMBER(MAX),*Phiên bản*,,
RELATIONSHIP_CATEGORY,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
RELATIONSHIP_CATEGORY,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
RELATIONSHIP_CATEGORY,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
RELATIONSHIP_CATEGORY,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
RELATIONSHIP_CATEGORY,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
RELATIONSHIP_CATEGORY,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
RELATIONSHIP_CATEGORY,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
RELATIONSHIP_CATEGORY,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
RELATIONSHIP_CATEGORY,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
RELATIONSHIP_CATEGORY,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
RELATIONSHIP_CATEGORY,IDX_REL_CAT_ACTIVE,"ACTIVE, DELETED",,,
RELATIONSHIP_CATEGORY,IDX_REL_CAT_OLD_ID,OLD_ID,,,
RELATIONSHIP_CATEGORY,IDX_RELATIONSHIP_CATEGORY_STABLE_ID,STABLE_ID,,,
QUALIFICATION_CATEGORY,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
QUALIFICATION_CATEGORY,CODE,VARCHAR2(50 CHAR),*Mã trình độ*,,
QUALIFICATION_CATEGORY,NAME,VARCHAR2(255 CHAR),*Tên trình độ*,,
QUALIFICATION_CATEGORY,DESCRIPTION,CLOB,*Mô tả chi tiết*,,
QUALIFICATION_CATEGORY,EFFECTIVE,NUMBER(1),"*Tình trạng (1: Hiệu lực, 0: Hết hiệu lực)*",,
QUALIFICATION_CATEGORY,DISPLAY_LABEL,VARCHAR2(255 CHAR),*Nhãn hiển thị*,,
QUALIFICATION_CATEGORY,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
QUALIFICATION_CATEGORY,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
QUALIFICATION_CATEGORY,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
QUALIFICATION_CATEGORY,DELETED_REASON,CLOB,*Lý do xóa*,,
QUALIFICATION_CATEGORY,VERSION,NUMBER(MAX),*Phiên bản*,,
QUALIFICATION_CATEGORY,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
QUALIFICATION_CATEGORY,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
QUALIFICATION_CATEGORY,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
QUALIFICATION_CATEGORY,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
QUALIFICATION_CATEGORY,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
QUALIFICATION_CATEGORY,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
QUALIFICATION_CATEGORY,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
QUALIFICATION_CATEGORY,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
QUALIFICATION_CATEGORY,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
QUALIFICATION_CATEGORY,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
QUALIFICATION_CATEGORY,IDX_QUAL_CAT_ACTIVE,"ACTIVE, DELETED",,,
QUALIFICATION_CATEGORY,IDX_QUAL_CAT_OLD_ID,OLD_ID,,,
QUALIFICATION_CATEGORY,IDX_QUALIFICATION_CATEGORY_STABLE_ID,STABLE_ID,,,
QUALIFICATION_CATEGORY,IDX_QUAL_CAT_CODE,"CODE, VERSION",,,
APPLIED_SUBJECT,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
APPLIED_SUBJECT,CODE,VARCHAR2(20 CHAR),*Mã đối tượng áp dụng*,,
APPLIED_SUBJECT,NAME,VARCHAR2(255 CHAR),*Tên đối tượng áp dụng*,,
APPLIED_SUBJECT,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
APPLIED_SUBJECT,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
APPLIED_SUBJECT,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
APPLIED_SUBJECT,DELETED_REASON,CLOB,*Lý do xóa*,,
APPLIED_SUBJECT,VERSION,NUMBER(MAX),*Phiên bản*,,
APPLIED_SUBJECT,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
APPLIED_SUBJECT,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
APPLIED_SUBJECT,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
APPLIED_SUBJECT,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
APPLIED_SUBJECT,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
APPLIED_SUBJECT,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
APPLIED_SUBJECT,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
APPLIED_SUBJECT,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
APPLIED_SUBJECT,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
APPLIED_SUBJECT,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
APPLIED_SUBJECT,IDX_APPLIED_SUBJ_ACTIVE,"ACTIVE, DELETED",,,
APPLIED_SUBJECT,IDX_APPLIED_SUBJ_OLD_ID,OLD_ID,,,
APPLIED_SUBJECT,IDX_APPLIED_SUBJECT_STABLE_ID,STABLE_ID,,,
FREQUENCY_REPORT,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
FREQUENCY_REPORT,CODE,VARCHAR2(50 CHAR),*Mã kỳ báo cáo*,,
FREQUENCY_REPORT,NAME,VARCHAR2(255 CHAR),*Tên kỳ báo cáo*,,
FREQUENCY_REPORT,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
FREQUENCY_REPORT,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
FREQUENCY_REPORT,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
FREQUENCY_REPORT,DELETED_REASON,CLOB,*Lý do xóa*,,
FREQUENCY_REPORT,VERSION,NUMBER(MAX),*Phiên bản*,,
FREQUENCY_REPORT,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
FREQUENCY_REPORT,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
FREQUENCY_REPORT,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
FREQUENCY_REPORT,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
FREQUENCY_REPORT,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
FREQUENCY_REPORT,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
FREQUENCY_REPORT,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
FREQUENCY_REPORT,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
FREQUENCY_REPORT,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
FREQUENCY_REPORT,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
FREQUENCY_REPORT,IDX_FREQ_REPORT_ACTIVE,"ACTIVE, DELETED",,,
FREQUENCY_REPORT,IDX_FREQ_REPORT_OLD_ID,OLD_ID,,,
FREQUENCY_REPORT,IDX_FREQUENCY_REPORT_STABLE_ID,STABLE_ID,,,
PRACTICE_CERTIFICATE_TYPE,ID,VARCHAR2( 36 CHAR),*Khóa chính (UUIDv7)*,PK,
PRACTICE_CERTIFICATE_TYPE,CODE,VARCHAR2(50 CHAR),*Mã đại lý*,,
PRACTICE_CERTIFICATE_TYPE,NAME,VARCHAR2(255 CHAR),*Tên loại đại lý*,,
PRACTICE_CERTIFICATE_TYPE,DOSSIER_COMPONENTS,CLOB,*Thành phần hồ sơ*,,
PRACTICE_CERTIFICATE_TYPE,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
PRACTICE_CERTIFICATE_TYPE,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
PRACTICE_CERTIFICATE_TYPE,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
PRACTICE_CERTIFICATE_TYPE,DELETED_REASON,CLOB,*Lý do xóa*,,
PRACTICE_CERTIFICATE_TYPE,VERSION,NUMBER(MAX),*Phiên bản*,,
PRACTICE_CERTIFICATE_TYPE,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
PRACTICE_CERTIFICATE_TYPE,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
PRACTICE_CERTIFICATE_TYPE,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
PRACTICE_CERTIFICATE_TYPE,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
PRACTICE_CERTIFICATE_TYPE,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
PRACTICE_CERTIFICATE_TYPE,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
PRACTICE_CERTIFICATE_TYPE,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
PRACTICE_CERTIFICATE_TYPE,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
PRACTICE_CERTIFICATE_TYPE,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
PRACTICE_CERTIFICATE_TYPE,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
PRACTICE_CERTIFICATE_TYPE,IDX_PRAC_CERT_TYPE_ACTIVE,"ACTIVE, DELETED",,,
PRACTICE_CERTIFICATE_TYPE,IDX_PRAC_CERT_TYPE_OLD_ID,OLD_ID,,,
PRACTICE_CERTIFICATE_TYPE,IDX_PRACTICE_CERTIFICATE_TYPE_STABLE_ID,STABLE_ID,,,
WORKING_SCHEDULE,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
WORKING_SCHEDULE,CODE,VARCHAR2(20 CHAR),*Mã lịch làm việc*,,
WORKING_SCHEDULE,NAME,VARCHAR2(200 CHAR),*Tên lịch làm việc*,,
WORKING_SCHEDULE,WORKING_SCHEDULE_TYPE,VARCHAR2(200 CHAR),*Loại lịch làm việc*,,
WORKING_SCHEDULE,DETAIL_DESCRIPTION,CLOB,*Mô tả chi tiết*,,
WORKING_SCHEDULE,START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
WORKING_SCHEDULE,END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
WORKING_SCHEDULE,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
WORKING_SCHEDULE,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
WORKING_SCHEDULE,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
WORKING_SCHEDULE,DELETED_REASON,CLOB,*Lý do xóa*,,
WORKING_SCHEDULE,VERSION,NUMBER(MAX),*Phiên bản*,,
WORKING_SCHEDULE,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
WORKING_SCHEDULE,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
WORKING_SCHEDULE,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
WORKING_SCHEDULE,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
WORKING_SCHEDULE,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
WORKING_SCHEDULE,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
WORKING_SCHEDULE,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
WORKING_SCHEDULE,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
WORKING_SCHEDULE,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
WORKING_SCHEDULE,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
WORKING_SCHEDULE,IDX_WORK_SCHED_ACTIVE,"ACTIVE, DELETED",,,
WORKING_SCHEDULE,IDX_WORK_SCHED_OLD_ID,OLD_ID,,,
WORKING_SCHEDULE,IDX_WORKING_SCHEDULE_STABLE_ID,STABLE_ID,,,
BUSINESS_ACTIVITY,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
BUSINESS_ACTIVITY,CODE,VARCHAR2(20 CHAR),*Mã hoạt động kinh doanh*,,
BUSINESS_ACTIVITY,NAME,VARCHAR2(200 CHAR),*Tên hoạt động kinh doanh*,,
BUSINESS_ACTIVITY,LEGAL_CAPITAL_AMOUNT,"NUMBER(19, 4)",*Số vốn pháp định*,,
BUSINESS_ACTIVITY,DESCRIPTION,CLOB,*Mô tả*,,
BUSINESS_ACTIVITY,ENTERPRISE_TYPE_ID,VARCHAR2(36 CHAR),*Stable Id loại hình doanh nghiệp (tham chiếu enterprise_type.stableId)*,,FK suy luận → ENTERPRISE_TYPE.ID
BUSINESS_ACTIVITY,CURRENCY_ID,VARCHAR2(36 CHAR),*Stable Id** tiền tệ (**tham chiếu currency.stableId)*,,FK suy luận → CURRENCY.ID
BUSINESS_ACTIVITY,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
BUSINESS_ACTIVITY,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
BUSINESS_ACTIVITY,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
BUSINESS_ACTIVITY,DELETED_REASON,CLOB,*Lý do xóa*,,
BUSINESS_ACTIVITY,VERSION,NUMBER(MAX),*Phiên bản*,,
BUSINESS_ACTIVITY,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
BUSINESS_ACTIVITY,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
BUSINESS_ACTIVITY,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
BUSINESS_ACTIVITY,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
BUSINESS_ACTIVITY,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
BUSINESS_ACTIVITY,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_ACTIVITY,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_ACTIVITY,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_ACTIVITY,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_ACTIVITY,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
BUSINESS_ACTIVITY,ENTERPRISE_TYPE_VERSION_ID,VARCHAR2(36 CHAR),*ID phiên bản của **EnterpriseType**(lưu **enterprise_type**.id hiện tại)*,,
BUSINESS_ACTIVITY,CURRENCY_VERSION_ID,VARCHAR2(36 CHAR),*ID phiên bản của **Currency**(lưu** currency**.id hiện tại)*,,
BUSINESS_ACTIVITY,IDX_BUS_ACT_ACTIVE,"ACTIVE, DELETED",,,
BUSINESS_ACTIVITY,IDX_BUS_ACT_OLD_ID,OLD_ID,,,
BUSINESS_ACTIVITY,IDX_BUSINESS_ACTIVITY_STABLE_ID,STABLE_ID,,,
BUSINESS_ACTIVITY,IDX_BUS_ACT_ENT_TYPE_ID,ENTERPRISE_TYPE_ID,,,
BUSINESS_ACTIVITY,IDX_BUS_ACT_CURRENCY_ID,CURRENCY_ID,,,
BUSINESS_SERVICE,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
BUSINESS_SERVICE,CODE,VARCHAR2(20 CHAR),*Mã dịch vụ*,,
BUSINESS_SERVICE,NAME,VARCHAR2(200 CHAR),*Tên dịch vụ*,,
BUSINESS_SERVICE,ENTERPRISE_TYPE_ID,VARCHAR2(36 CHAR),*Stable Id loại hình doanh nghiệp (tham chiếu enterprise_type.stableId)*,,FK suy luận → ENTERPRISE_TYPE.ID
BUSINESS_SERVICE,DESCRIPTION,CLOB,*Mô tả*,,
BUSINESS_SERVICE,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
BUSINESS_SERVICE,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
BUSINESS_SERVICE,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
BUSINESS_SERVICE,DELETED_REASON,CLOB,*Lý do xóa*,,
BUSINESS_SERVICE,VERSION,NUMBER(MAX),*Phiên bản*,,
BUSINESS_SERVICE,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
BUSINESS_SERVICE,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
BUSINESS_SERVICE,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
BUSINESS_SERVICE,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
BUSINESS_SERVICE,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
BUSINESS_SERVICE,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_SERVICE,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_SERVICE,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_SERVICE,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
BUSINESS_SERVICE,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
BUSINESS_SERVICE,ENTERPRISE_TYPE_VERSION_ID,VARCHAR2(36 CHAR),*ID phiên bản của **EnterpriseType**(lưu **enterprise_type**.id hiện tại)*,,
BUSINESS_SERVICE,IDX_BUS_SVC_ACTIVE,"ACTIVE, DELETED",,,
BUSINESS_SERVICE,IDX_BUS_SVC_OLD_ID,OLD_ID,,,
BUSINESS_SERVICE,IDX_BUSINESS_SERVICE_STABLE_ID,STABLE_ID,,,
BUSINESS_SERVICE,IDX_BUS_SVC_ENT_TYPE_ID,ENTERPRISE_TYPE_ID,,,
BUSINESS_EVENT,ID,VARCHAR2( 36 CHAR),*Khóa chính (UUIDv7)*,PK,
BUSINESS_EVENT,CODE,VARCHAR2(20 CHAR),*Mã sự vụ*,,
BUSINESS_EVENT,NAME,VARCHAR2(255 CHAR),*Tên sự vụ*,,
BUSINESS_EVENT,ADJUSTMENT_DECLARATION,NUMBER(1),"*Khai báo điều chỉnh (1: Có, 0: Không)*",,
BUSINESS_EVENT,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
BUSINESS_EVENT,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
BUSINESS_EVENT,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
BUSINESS_EVENT,DELETED_REASON,CLOB,*Lý do xóa*,,
BUSINESS_EVENT,VERSION,NUMBER(MAX),*Phiên bản*,,
BUSINESS_EVENT,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
BUSINESS_EVENT,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
