Tên bảng,Tên trường,Kiểu dữ liệu,Mô tả,Khóa,Ghi chú (FK suy luận)
UBCK_STAFF,ACTIVE,NUMBER(1),"Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)",,
UBCK_STAFF,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
UBCK_STAFF,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
UBCK_STAFF,DELETED_REASON,CLOB,*Lý do xóa*,,
UBCK_STAFF,VERSION,NUMBER(MAX),*Phiên bản*,,
UBCK_STAFF,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
UBCK_STAFF,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
UBCK_STAFF,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
UBCK_STAFF,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
UBCK_STAFF,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
UBCK_STAFF,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
UBCK_STAFF,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
UBCK_STAFF,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
UBCK_STAFF,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
UBCK_STAFF,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
UBCK_STAFF,IDX_UBCK_STAFF_STABLE_ID,STABLE_ID,,,
LEGAL_DOCUMENT,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
LEGAL_DOCUMENT,CODE,VARCHAR2(255),*Số/Ký hiệu văn bản*,,
LEGAL_DOCUMENT,NAME,VARCHAR2(255),*Tên văn bản*,,
LEGAL_DOCUMENT,ISSUING_AUTHORITY,VARCHAR2(255),*Cơ quan ban hành*,,
LEGAL_DOCUMENT,ISSUE_DATE,TIMESTAMP(6),*Ngày ban hành*,,
LEGAL_DOCUMENT,EFFECTIVE_DATE,TIMESTAMP(6),*Ngày hiệu lực*,,
LEGAL_DOCUMENT,EFFECTIVE_TYPE,NUMBER(1),*Tình trạng hiệu lực*,,
LEGAL_DOCUMENT,DESCRIPTION,CLOB,*Mô tả*,,
LEGAL_DOCUMENT,STATUS,NUMBER(1),*Trạng thái bản ghi (1: active)*,,
LEGAL_DOCUMENT,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
LEGAL_DOCUMENT,DELETED,NUMBER(1),"Xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
LEGAL_DOCUMENT,DELETED_REASON,CLOB,*Lý do xóa*,,
LEGAL_DOCUMENT,VERSION,NUMBER(MAX),*Phiên bản*,,
LEGAL_DOCUMENT,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
LEGAL_DOCUMENT,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
LEGAL_DOCUMENT,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
LEGAL_DOCUMENT,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
LEGAL_DOCUMENT,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
LEGAL_DOCUMENT,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
LEGAL_DOCUMENT,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
LEGAL_DOCUMENT,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
LEGAL_DOCUMENT,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
LEGAL_DOCUMENT,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
INVESTMENT_FUND,ID,VARCHAR2(36 CHAR),*Khóa chính (UUIDv7)*,PK,
INVESTMENT_FUND,CODE,VARCHAR2(20),*Mã quỹ đầu tư chứng khoán*,,
INVESTMENT_FUND,NAME_VN,NVARCHAR2(255),*Tên tiếng Việt*,,
INVESTMENT_FUND,NAME_EN,NVARCHAR2(255),*Tên tiếng Anh*,,
INVESTMENT_FUND,SHORT_NAME,NVARCHAR2(255),*Tên viết tắt*,,
INVESTMENT_FUND,FUND_CODE,VARCHAR2(50),*ã chứng chỉ quỹ*,,
INVESTMENT_FUND,FUND_TYPE_ID,VARCHAR2(50),*Loại hình quỹ*,,FK suy luận → FUND_TYPE.ID
INVESTMENT_FUND,FUND_MANAGEMENT_COMPANY_ID,VARCHAR2(36 char),*Công ty quản lý quỹ*,,FK suy luận → FUND_MANAGEMENT_COMPANY.ID
INVESTMENT_FUND,CUSTODIAN_BANK_ID,VARCHAR2(36 char),*Ngân hàng lưu ký*,,FK suy luận → CUSTODIAN_BANK.ID
INVESTMENT_FUND,CHARTER_CAPITAL,"NUMBER(20, 2)",*Vốn điều lệ*,,
INVESTMENT_FUND,PAR_VALUE,"NUMBER(20, 2)",*Mệnh giá*,,
INVESTMENT_FUND,TOTAL_QUANTITY,"NUMBER(20, 2)",*Tổng số lượng CCQ*,,
INVESTMENT_FUND,NAV,"NUMBER(20, 2)",*NAV kỳ gần nhất*,,
INVESTMENT_FUND,NAV_PER_UNIT,"NUMBER(20, 2)",*NAV/CCQ*,,
INVESTMENT_FUND,ID_NO,VARCHAR2(200),*Giấy CN thành lập*,,
INVESTMENT_FUND,ID_DATE,TIMESTAMP(6),*Ngày cấp GCN*,,
INVESTMENT_FUND,DEC_DATE,TIMESTAMP(6),*Ngày chấp thuận*,,
INVESTMENT_FUND,TIME_OF_FUND,NVARCHAR2(255),*Thời hạn quỹ*,,
INVESTMENT_FUND,INVESTMENT_STRATEGY,CLOB,*Chiến lược đầu tư*,,
INVESTMENT_FUND,VOUCHER_NO,VARCHAR2(200),*Số GP điều chỉnh*,,
INVESTMENT_FUND,DESCRIPTION_CHANGE,CLOB,*Lý do thay đổi*,,
INVESTMENT_FUND,FILE_DATA,CLOB,*File đính kèm*,,
INVESTMENT_FUND,FILE_NAME,"VARCHAR2(200),",*Tên file*,,
INVESTMENT_FUND,NOTE,CLOB,*Ghi chú*,,
INVESTMENT_FUND,STATUS,NUMBER(1),*Trạng thái hoạt động*,,
INVESTMENT_FUND,ACTIVE,NUMBER(1),"*Trạng thái hoạt động (1: Đang sử dụng, 0: Không sử dụng)*",,
INVESTMENT_FUND,ACTIVE_REASON,CLOB,*Lý do hoạt động*,,
INVESTMENT_FUND,DELETED,NUMBER(1),"*Xóa mềm (0: Chưa xóa, 1: Đã xóa)*",,
INVESTMENT_FUND,DELETED_REASON,CLOB,*Lý do xóa*,,
INVESTMENT_FUND,VERSION,NUMBER(MAX),*Phiên bản*,,
INVESTMENT_FUND,EFFECTIVE_START_DATE,TIMESTAMP(6),*Ngày bắt đầu*,,
INVESTMENT_FUND,EFFECTIVE_END_DATE,TIMESTAMP(6),*Ngày kết thúc*,,
INVESTMENT_FUND,OLD_ID,VARCHAR2(36 CHAR),*ID cũ*,,
INVESTMENT_FUND,CREATED_AT,TIMESTAMP(6),*Ngày tạo*,,
INVESTMENT_FUND,UPDATED_AT,TIMESTAMP(6),*Ngày cập nhật*,,
INVESTMENT_FUND,CREATED_BY_ID,VARCHAR2(36 CHAR),*Người tạo*,,FK suy luận → UBCK_STAFF.ID
INVESTMENT_FUND,CREATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người tạo*,,FK suy luận → UBCK_STAFF.ID
INVESTMENT_FUND,UPDATED_BY_ID,VARCHAR2(36 CHAR),*Người cập nhật*,,FK suy luận → UBCK_STAFF.ID
INVESTMENT_FUND,UPDATED_BY_NAME,VARCHAR2(255 CHAR),*Tên người cập nhật*,,FK suy luận → UBCK_STAFF.ID
INVESTMENT_FUND,STABLE_ID,VARCHAR2(36 CHAR),*ID bản ghi ổn định - không đổi qua các version*,,
INVESTMENT_FUND,FUND_MANAGEMENT_COMPANY_VERSION_ID,VARCHAR2(36 CHAR),*Id  bảng FUND_MANAGEMENT_COMPANY*,,
INVESTMENT_FUND,CUSTODIAN_BANK_VERSION_ID,VARCHAR2(36 CHAR),*Id bảng CUSTODIAN_BANK*,,
INVESTMENT_FUND,FUND_TYPE_VERSION_ID,VARCHAR2(36 CHAR),*Id bảng FUND_TYPE*,,
INVESTMENT_FUND,IDX_IF_STABLE_ID,STABLE_ID,,,
BTC_SHARE_CONFIG,ID,VARCHAR2(144),Khóa chính UUID,PK,
BTC_SHARE_CONFIG,NAME,VARCHAR2(1020),Tên danh mục cấu hình,,
BTC_SHARE_CONFIG,URL_PATH,VARCHAR2(2000),URL tích hợp,,
BTC_SHARE_CONFIG,HTTP_METHOD,VARCHAR2(40),Phương thức HTTP (GET/POST/PUT/...),,
BTC_SHARE_CONFIG,STATUS,"NUMBER(1,0)","Trạng thái: 1-Active, 0-Inactive",,
BTC_SHARE_CONFIG,ACTIVE_REASON,VARCHAR2(2000),Lý do thay đổi trạng thái,,
BTC_SHARE_CONFIG,DISPLAY_ORDER,NUMBER,Thứ tự hiển thị trên màn hình,,
BTC_SHARE_CONFIG,CREATED_AT,TIMESTAMP(6),Thời gian tạo,,
BTC_SHARE_CONFIG,CREATED_BY_ID,VARCHAR2(144),ID người tạo,,FK suy luận → UBCK_STAFF.ID
BTC_SHARE_CONFIG,CREATED_BY_NAME,VARCHAR2(1020),Tên người tạo,,
BTC_SHARE_CONFIG,UPDATED_AT,TIMESTAMP(6),Thời gian cập nhật,,
BTC_SHARE_CONFIG,UPDATED_BY_ID,VARCHAR2(144),ID người cập nhật,,FK suy luận → UBCK_STAFF.ID
BTC_SHARE_CONFIG,UPDATED_BY_NAME,VARCHAR2(1020),Tên người cập nhật,,
BTC_SHARE_CONFIG,DELETED,"NUMBER(1,0)","Xóa mềm: 0-chưa xóa, 1-đã xóa",,
BTC_SHARE_CONFIG,DELETED_REASON,VARCHAR2(4000),Lý do xóa mềm,,
BTC_SHARE_CONFIG,VERSION,NUMBER,Số phiên bản bản ghi,,
BTC_SHARE_CONFIG,EFFECTIVE_START_DATE,TIMESTAMP(6),Ngày bắt đầu hiệu lực,,
BTC_SHARE_CONFIG,EFFECTIVE_END_DATE,TIMESTAMP(6),Ngày kết thúc hiệu lực,,
BTC_SHARE_CONFIG,STABLE_ID,VARCHAR2(144),ID ổn định xuyên suốt các version,,
BTC_SHARE_CONFIG,OLD_ID,VARCHAR2(144),ID của version trước,,
BTC_SYNC_CONFIG,ID,VARCHAR2(144),Khóa chính UUID,PK,
BTC_SYNC_CONFIG,NAME,VARCHAR2(1020),Tên danh mục cấu hình,,
BTC_SYNC_CONFIG,URL_PATH,VARCHAR2(2000),URL tích hợp,,
BTC_SYNC_CONFIG,HTTP_METHOD,VARCHAR2(40),Phương thức HTTP (GET/POST/PUT/...),,
BTC_SYNC_CONFIG,STATUS,"NUMBER(1,0)","Trạng thái: 1-Active, 0-Inactive",,
BTC_SYNC_CONFIG,ACTIVE_REASON,VARCHAR2(2000),Lý do thay đổi trạng thái,,
BTC_SYNC_CONFIG,DISPLAY_ORDER,NUMBER,Thứ tự hiển thị trên màn hình,,
BTC_SYNC_CONFIG,CREATED_AT,TIMESTAMP(6),Thời gian tạo,,
BTC_SYNC_CONFIG,CREATED_BY_ID,VARCHAR2(144),ID người tạo,,FK suy luận → UBCK_STAFF.ID
BTC_SYNC_CONFIG,CREATED_BY_NAME,VARCHAR2(1020),Tên người tạo,,
BTC_SYNC_CONFIG,UPDATED_AT,TIMESTAMP(6),Thời gian cập nhật,,
BTC_SYNC_CONFIG,UPDATED_BY_ID,VARCHAR2(144),ID người cập nhật,,FK suy luận → UBCK_STAFF.ID
BTC_SYNC_CONFIG,UPDATED_BY_NAME,VARCHAR2(1020),Tên người cập nhật,,
BTC_SYNC_CONFIG,DELETED,"NUMBER(1,0)","Xóa mềm: 0-chưa xóa, 1-đã xóa",,
BTC_SYNC_CONFIG,DELETED_REASON,VARCHAR2(4000),Lý do xóa mềm,,
BTC_SYNC_CONFIG,VERSION,NUMBER,Số phiên bản bản ghi,,
BTC_SYNC_CONFIG,EFFECTIVE_START_DATE,TIMESTAMP(6),Ngày bắt đầu hiệu lực,,
BTC_SYNC_CONFIG,EFFECTIVE_END_DATE,TIMESTAMP(6),Ngày kết thúc hiệu lực,,
BTC_SYNC_CONFIG,STABLE_ID,VARCHAR2(144),ID ổn định xuyên suốt các version,,
BTC_SYNC_CONFIG,OLD_ID,VARCHAR2(144),ID của version trước,,
BTC_SYNC_CONFIG,TRAN_CODE,VARCHAR2(80),Mã giao dịch SOAP (Tran_Code) tương ứng,,
DISCLOSURE_REPORT,ID,VARCHAR2(144),Khóa chính (UUID v7),PK,
DISCLOSURE_REPORT,CODE,VARCHAR2(80),Mã báo cáo,,
DISCLOSURE_REPORT,NAME,VARCHAR2(1020),Tên báo cáo,,
DISCLOSURE_REPORT,REPORT_TYPE,"NUMBER(2,0)","Loại báo cáo (1: Định kỳ, 2: Bất thường, 3: Theo yêu cầu)",,
DISCLOSURE_REPORT,REPORT_PERIOD,"NUMBER(2,0)","Kỳ báo cáo (1: Ngày, 2: Tuần, 3: Tháng, 4: Quý, 5: Bán niên, 6: Năm)",,
DISCLOSURE_REPORT,APPLIED_SUBJECT,"NUMBER(2,0)",Đối tượng áp dụng,,
DISCLOSURE_REPORT,FORM_LEGAL_BASIS,VARCHAR2(1020),Biểu mẫu/Căn cứ pháp lý,,
DISCLOSURE_REPORT,SUBMISSION_TIME,VARCHAR2(1020),Thời gian gửi báo cáo,,
DISCLOSURE_REPORT,DISCLOSURE_DEADLINE,VARCHAR2(1020),Thời hạn công bố thông tin,,
DISCLOSURE_REPORT,REPORT_STATUS,"NUMBER(1,0)","Trạng thái báo cáo (1: Hiệu lực, 0: Hết hiệu lực)",,
DISCLOSURE_REPORT,DELETED,"NUMBER(1,0)",Đánh dấu xóa mềm,,
DISCLOSURE_REPORT,DELETED_REASON,CLOB,Lý do xóa,,
DISCLOSURE_REPORT,STABLE_ID,VARCHAR2(144),ID ổn định (dùng để liên kết các phiên bản),,
DISCLOSURE_REPORT,VERSION,NUMBER,Phiên bản bản ghi,,
DISCLOSURE_REPORT,EFFECTIVE_START_DATE,TIMESTAMP(6),Thời gian bắt đầu hiệu lực phiên bản,,
DISCLOSURE_REPORT,EFFECTIVE_END_DATE,TIMESTAMP(6),Thời gian kết thúc hiệu lực phiên bản,,
DISCLOSURE_REPORT,OLD_ID,VARCHAR2(144),ID của phiên bản trước đó,,
DISCLOSURE_REPORT,CREATED_AT,TIMESTAMP(6),Thời điểm tạo,,
DISCLOSURE_REPORT,UPDATED_AT,TIMESTAMP(6),Thời điểm cập nhật,,
DISCLOSURE_REPORT,CREATED_BY_ID,VARCHAR2(144),ID người tạo,,FK suy luận → UBCK_STAFF.ID
DISCLOSURE_REPORT,CREATED_BY_NAME,VARCHAR2(1000),Tên người tạo,,
DISCLOSURE_REPORT,UPDATED_BY_ID,VARCHAR2(144),ID người cập nhật,,FK suy luận → UBCK_STAFF.ID
DISCLOSURE_REPORT,UPDATED_BY_NAME,VARCHAR2(1000),Tên người cập nhật,,
DVCQG_SYNC_CONFIG,ID,VARCHAR2(144),Khóa chính UUID,PK,
DVCQG_SYNC_CONFIG,NAME,VARCHAR2(1020),Tên danh mục cấu hình,,
DVCQG_SYNC_CONFIG,URL_PATH,VARCHAR2(2000),URL tích hợp,,
DVCQG_SYNC_CONFIG,HTTP_METHOD,VARCHAR2(40),Phương thức HTTP (GET/POST/PUT/...),,
DVCQG_SYNC_CONFIG,STATUS,"NUMBER(1,0)","Trạng thái: 1-Active, 0-Inactive",,
DVCQG_SYNC_CONFIG,ACTIVE_REASON,VARCHAR2(2000),Lý do thay đổi trạng thái,,
DVCQG_SYNC_CONFIG,DISPLAY_ORDER,NUMBER,Thứ tự hiển thị trên màn hình,,
DVCQG_SYNC_CONFIG,CREATED_AT,TIMESTAMP(6),Thời gian tạo,,
DVCQG_SYNC_CONFIG,CREATED_BY_ID,VARCHAR2(144),ID người tạo,,FK suy luận → UBCK_STAFF.ID
DVCQG_SYNC_CONFIG,CREATED_BY_NAME,VARCHAR2(1020),Tên người tạo,,
DVCQG_SYNC_CONFIG,UPDATED_AT,TIMESTAMP(6),Thời gian cập nhật,,
DVCQG_SYNC_CONFIG,UPDATED_BY_ID,VARCHAR2(144),ID người cập nhật,,FK suy luận → UBCK_STAFF.ID
DVCQG_SYNC_CONFIG,UPDATED_BY_NAME,VARCHAR2(1020),Tên người cập nhật,,
DVCQG_SYNC_CONFIG,DELETED,"NUMBER(1,0)","Xóa mềm: 0-chưa xóa, 1-đã xóa",,
DVCQG_SYNC_CONFIG,DELETED_REASON,VARCHAR2(4000),Lý do xóa mềm,,
DVCQG_SYNC_CONFIG,VERSION,NUMBER,Số phiên bản bản ghi,,
DVCQG_SYNC_CONFIG,EFFECTIVE_START_DATE,TIMESTAMP(6),Ngày bắt đầu hiệu lực,,
DVCQG_SYNC_CONFIG,EFFECTIVE_END_DATE,TIMESTAMP(6),Ngày kết thúc hiệu lực,,
DVCQG_SYNC_CONFIG,STABLE_ID,VARCHAR2(144),ID ổn định xuyên suốt các version,,
DVCQG_SYNC_CONFIG,OLD_ID,VARCHAR2(144),ID của version trước,,
FILES,ID,VARCHAR2(144),Khóa chính,PK,
FILES,FILE_NAME,VARCHAR2(1020),Tên file,,
FILES,FILE_PATH,CLOB,Đường dẫn lưu trữ file,,
FILES,REF_TYPE,VARCHAR2(1020),"Loại tham chiếu (vd: foreign_fund_branch, etc.)",,
FILES,REF_ID,VARCHAR2(144),"ID tham chiếu (vd: foreign_fund_branch.stableId, etc.)",,Tham chiếu đa hình (polymorphic) - tùy REF_TYPE
GENDER,ID,VARCHAR2(144),Khóa chính (UUID v7),PK,
GENDER,STABLE_ID,VARCHAR2(144),ID ổn định (UUID v7),,
GENDER,CODE,VARCHAR2(80),Mã giới tính,,
GENDER,NAME,VARCHAR2(1020),Tên giới tính,,
GENDER,ACTIVE,"NUMBER(1,0)","Trạng thái hoạt động (1: Active, 0: Inactive)",,
GENDER,ACTIVE_REASON,CLOB,Lý do thay đổi trạng thái active,,
GENDER,DELETED,"NUMBER(1,0)","Trạng thái xóa (1: Deleted, 0: Not Deleted)",,
GENDER,DELETED_REASON,CLOB,Lý do xóa,,
GENDER,VERSION,NUMBER,Số phiên bản,,
GENDER,EFFECTIVE_START_DATE,TIMESTAMP(6),Ngày bắt đầu hiệu lực của bản ghi,,
GENDER,EFFECTIVE_END_DATE,TIMESTAMP(6),Ngày kết thúc hiệu lực của bản ghi,,
GENDER,OLD_ID,VARCHAR2(144),"ID cũ, dùng để lưu trữ khi chuyển đổi dữ liệu từ hệ thống cũ sang (nếu có)",,
GENDER,CREATED_AT,TIMESTAMP(6),Ngày giờ tạo bản ghi,,
GENDER,UPDATED_AT,TIMESTAMP(6),Ngày giờ cập nhật bản ghi,,
GENDER,CREATED_BY_ID,VARCHAR2(144),ID người tạo bản ghi,,FK suy luận → UBCK_STAFF.ID
GENDER,CREATED_BY_NAME,VARCHAR2(1020),Tên người tạo bản ghi,,
GENDER,UPDATED_BY_ID,VARCHAR2(144),ID người cập nhật bản ghi,,FK suy luận → UBCK_STAFF.ID
GENDER,UPDATED_BY_NAME,VARCHAR2(1020),Tên người cập nhật bản ghi,,
INSPECTION_BASIS,ID,VARCHAR2(144),Khóa chính (UUID v7),PK,
INSPECTION_BASIS,CODE,VARCHAR2(80),"Mã căn cứ thanh tra (Vd: 001)",,
INSPECTION_BASIS,NAME,VARCHAR2(1020),Tên căn cứ thanh tra,,
INSPECTION_BASIS,DESCRIPTION,VARCHAR2(1020),Mô tả chi tiết,,
INSPECTION_BASIS,ACTIVE,"NUMBER(1,0)","Trạng thái (1: Đang sử dụng, 0: Không sử dụng)",,
INSPECTION_BASIS,ACTIVE_REASON,CLOB,Lý do thay đổi trạng thái,,
INSPECTION_BASIS,DELETED,"NUMBER(1,0)","Đánh dấu xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
INSPECTION_BASIS,DELETED_REASON,CLOB,Lý do xóa,,
INSPECTION_BASIS,VERSION,NUMBER,Phiên bản bản ghi (optimistic locking),,
INSPECTION_BASIS,EFFECTIVE_START_DATE,TIMESTAMP(6),Thời gian bắt đầu hiệu lực phiên bản,,
INSPECTION_BASIS,EFFECTIVE_END_DATE,TIMESTAMP(6),Thời gian kết thúc hiệu lực phiên bản,,
INSPECTION_BASIS,OLD_ID,VARCHAR2(144),ID của phiên bản trước đó,,
INSPECTION_BASIS,CREATED_AT,TIMESTAMP(6),Thời điểm tạo,,
INSPECTION_BASIS,UPDATED_AT,TIMESTAMP(6),Thời điểm cập nhật,,
INSPECTION_BASIS,CREATED_BY_ID,VARCHAR2(144),ID người tạo,,FK suy luận → UBCK_STAFF.ID
INSPECTION_BASIS,CREATED_BY_NAME,VARCHAR2(1020),Tên người tạo,,
INSPECTION_BASIS,UPDATED_BY_ID,VARCHAR2(144),ID người cập nhật,,FK suy luận → UBCK_STAFF.ID
INSPECTION_BASIS,UPDATED_BY_NAME,VARCHAR2(1020),Tên người cập nhật,,
INSPECTION_BASIS,STABLE_ID,VARCHAR2(144),ID bản ghi ổn định - không đổi qua các version,,
INSPECTION_CONTENT,ID,VARCHAR2(144),Khóa chính (UUID v7),PK,
INSPECTION_CONTENT,CODE,VARCHAR2(80),"Mã nội dung thanh tra (Vd: 001)",,
INSPECTION_CONTENT,NAME,VARCHAR2(1020),Tên nội dung thanh tra,,
INSPECTION_CONTENT,INSPECTION_TARGET_ID,VARCHAR2(144),Id của đối tượng thanh tra,,FK suy luận → INSPECTION_TARGET.ID
INSPECTION_CONTENT,INSPECTION_TARGET_VERSION_ID,VARCHAR2(144),Id phiên bản của đối tượng thanh tra,,FK suy luận → INSPECTION_TARGET.ID
INSPECTION_CONTENT,DESCRIPTION,VARCHAR2(1020),Mô tả chi tiết,,
INSPECTION_CONTENT,ACTIVE,"NUMBER(1,0)","Trạng thái (1: Đang sử dụng, 0: Không sử dụng)",,
INSPECTION_CONTENT,ACTIVE_REASON,CLOB,Lý do thay đổi trạng thái,,
INSPECTION_CONTENT,DELETED,"NUMBER(1,0)","Đánh dấu xóa mềm (0: Chưa xóa, 1: Đã xóa)",,
INSPECTION_CONTENT,DELETED_REASON,CLOB,Lý do xóa,,
INSPECTION_CONTENT,VERSION,NUMBER,Phiên bản bản ghi (optimistic locking),,
INSPECTION_CONTENT,EFFECTIVE_START_DATE,TIMESTAMP(6),Thời gian bắt đầu hiệu lực phiên bản,,
INSPECTION_CONTENT,EFFECTIVE_END_DATE,TIMESTAMP(6),Thời gian kết thúc hiệu lực phiên bản,,
INSPECTION_CONTENT,OLD_ID,VARCHAR2(144),ID của phiên bản trước đó,,
INSPECTION_CONTENT,CREATED_AT,TIMESTAMP(6),Thời điểm tạo,,
INSPECTION_CONTENT,UPDATED_AT,TIMESTAMP(6),Thời điểm cập nhật,,
INSPECTION_CONTENT,CREATED_BY_ID,VARCHAR2(144),ID người tạo,,FK suy luận → UBCK_STAFF.ID
INSPECTION_CONTENT,CREATED_BY_NAME,VARCHAR2(1020),Tên người tạo,,
INSPECTION_CONTENT,UPDATED_BY_ID,VARCHAR2(144),ID người cập nhật,,FK suy luận → UBCK_STAFF.ID
INSPECTION_CONTENT,UPDATED_BY_NAME,VARCHAR2(1020),Tên người cập nhật,,
INSPECTION_CONTENT,STABLE_ID,VARCHAR2(144),ID bản ghi ổn định - không đổi qua các version,,
INSPECTION_TARGET_INSPECTION_CONTENT,INSPECTION_TARGET_ID,VARCHAR2(144),ID của Inspection Target (part of PK),PK,FK suy luận → INSPECTION_TARGET.ID
INSPECTION_TARGET_INSPECTION_CONTENT,INSPECTION_CONTENT_ID,VARCHAR2(144),ID của Inspection Content (part of PK),PK,FK suy luận → INSPECTION_CONTENT.ID
INSPECTION_TARGET_INSPECTION_CONTENT,INSPECTION_TARGET_STABLE_ID,VARCHAR2(144),Stable ID của Inspection Target - ID ổn định xuyên suốt các phiên bản,,
INSPECTION_TARGET_INSPECTION_CONTENT,INSPECTION_CONTENT_STABLE_ID,VARCHAR2(144),Stable ID của Inspection Content - ID ổn định xuyên suốt các phiên bản,,
MODULE,ID,VARCHAR2(144),Khóa chính,PK,
MODULE,CODE,VARCHAR2(200),"Mã phân hệ (IAM, HRM, CRM,...)",,
MODULE,NAME,VARCHAR2(1020),Tên phân hệ,,
MODULE,DESCRIPTION,VARCHAR2(4000),,,
MODULE,STATUS,"NUMBER(1,0)",Trạng thái: 1 - ACTIVE / 0 - INACTIVE,,
MODULE,VERSION,"NUMBER(10,0)",Optimistic locking version control,,
MODULE,CREATED_AT,TIMESTAMP(6),Thời điểm tạo,,
MODULE,UPDATED_AT,TIMESTAMP(6),Thời điểm cập nhật,,
MODULE_INTEGRATION_CONFIG,ID,VARCHAR2(144),Primary key - UUID v7,PK,
MODULE_INTEGRATION_CONFIG,NAME,VARCHAR2(1020),Tên phân hệ,,
MODULE_INTEGRATION_CONFIG,MODULE_ID,VARCHAR2(144),"Loại phân hệ (IAM, HRM, CRM, etc.)",,FK suy luận → MODULE.ID
MODULE_INTEGRATION_CONFIG,CLIENT_ID,VARCHAR2(1020),Client ID của phân hệ trong Keycloak hoặc OAuth2,,
MODULE_INTEGRATION_CONFIG,STATUS,"NUMBER(1,0)",Trạng thái: 1 - ACTIVE / 0 - INACTIVE,,
MODULE_INTEGRATION_CONFIG,CREATED_AT,TIMESTAMP(6),Thời gian tạo,,
MODULE_INTEGRATION_CONFIG,CREATED_BY_ID,VARCHAR2(144),ID người tạo,,FK suy luận → UBCK_STAFF.ID
MODULE_INTEGRATION_CONFIG,CREATED_BY_NAME,VARCHAR2(1020),Tên người tạo,,
MODULE_INTEGRATION_CONFIG,UPDATED_AT,TIMESTAMP(6),Thời gian cập nhật,,
MODULE_INTEGRATION_CONFIG,UPDATED_BY_ID,VARCHAR2(144),ID người cập nhật,,FK suy luận → UBCK_STAFF.ID
MODULE_INTEGRATION_CONFIG,UPDATED_BY_NAME,VARCHAR2(1020),Tên người cập nhật,,
MODULE_INTEGRATION_CONFIG,EFFECTIVE_START_DATE,TIMESTAMP(6),Ngày bắt đầu hiệu lực,,
MODULE_INTEGRATION_CONFIG,EFFECTIVE_END_DATE,TIMESTAMP(6),Ngày kết thúc hiệu lực,,
MODULE_INTEGRATION_CONFIG,DELETED,"NUMBER(1,0)","Cờ xóa mềm: 0 - chưa xóa, 1 - đã xóa",,
MODULE_INTEGRATION_CONFIG,VERSION,NUMBER,Phiên bản của bản ghi (Optimistic locking version control),,
MODULE_INTEGRATION_CONFIG,ACTIVE_REASON,VARCHAR2(1020),Lý do thay đổi trạng thái,,
MODULE_INTEGRATION_CONFIG,STABLE_ID,VARCHAR2(144),ID bản ghi ổn định - không đổi qua các version,,
MODULE_INTEGRATION_PERMISSION,MODULE_INTEGRATION_CONFIG_ID,VARCHAR2(144),ID phân hệ (FK tới MODULE_INTEGRATION_CONFIG),PK,FK → MODULE_INTEGRATION_CONFIG.ID
MODULE_INTEGRATION_PERMISSION,PERMISSION_ID,VARCHAR2(144),ID quyền (FK tới PERMISSION),PK,FK → PERMISSION.ID (bảng ngoài phạm vi ECAT)
