Tên bảng,Tên trường,Kiểu dữ liệu,Mô tả,Khóa,Ghi chú (FK suy luận)
RPTMBHS,RptMbId,RAW(16),Mã ID báo cáo thành viên. FK → RPTMEMBER.Id,FK,FK → RPTMEMBER.Id
RPTMBHS,Status,NUMBER(22),Trạng thái báo cáo,,
RPTMBHS,ChgById,RAW(16),Mã ID người thực hiện. FK → USERS.Id,FK,FK → USERS.Id
RPTMBHS,ContentSummary,NVARCHAR2(4000),Nội dung trích yếu,,
RPTMBHS,Note,NVARCHAR2(4000),Ghi chú,,
RPTMBHS,RptName,NVARCHAR2(4000),Tên báo cáo,,
RPTMBHS,FileData,NCLOB,File dữ liệu,,
RPTMEMBER,Id,RAW(16),ID bản ghi báo cáo định kỳ. Mã hệ thống tự sinh (PK),PK,
RPTMEMBER,SecId,RAW(16),Mã ID công ty QLQ. FK → SECURITIES.Id,FK,FK → SECURITIES.Id
RPTMEMBER,FndId,RAW(16),Mã ID quỹ đầu tư. FK → FUNDS.Id,FK,FK → FUNDS.Id
RPTMEMBER,BkMId,RAW(16),Mã ID ngân hàng LKGS. FK → BANKMONI.Id,FK,FK → BANKMONI.Id
RPTMEMBER,FrBrId,RAW(16),Mã ID CN/VPĐD QLQ NN. FK → FORBRCH.Id,FK,FK → FORBRCH.Id
RPTMEMBER,PrdId,RAW(16),Mã ID kỳ báo cáo. FK → RPTPERIOD.Id,FK,FK → RPTPERIOD.Id
RPTMEMBER,RptId,RAW(16),Mã ID biểu mẫu báo cáo,,
RPTMEMBER,RptName,NVARCHAR2(4000),Tên báo cáo,,
RPTMEMBER,ContentSummary,NVARCHAR2(4000),Nội dung trích yếu,,
RPTMEMBER,ReportType,NUMBER(22),Loại báo cáo: 1 = Định kỳ; 2 = Bất thường,,
RPTMEMBER,Type,NUMBER(22),Nhóm báo cáo: 2 = Công ty QLQ; 3 = NH LKGS; 4 = CN QLQ NN; 5 = VPĐD QLQ NN; 7 = QĐT,,
RPTMEMBER,PeriodType,NUMBER(38),Loại kỳ: 1 = Ngày; 2 = Tuần; 3 = Tháng; 4 = Quý; 5 = Bán niên; 6 = Năm,,
RPTMEMBER,YearValue,NUMBER(22),Năm báo cáo,,
RPTMEMBER,DayReport,DATE,Ngày báo cáo,,
RPTMEMBER,DeadlineSend,DATE,Thời hạn gửi báo cáo,,
RPTMEMBER,DateSubmitted,DATE,Ngày gửi thực tế,,
RPTMEMBER,Status,NUMBER(22),Trạng thái: 1 = Chưa gửi; 2 = Đã gửi; 3 = Gửi muộn; 4 = Bị hủy,,
RPTMEMBER,IsImport,NUMBER(22),Là báo cáo có import: 1 = Có; 2 = Không,,
RPTMEMBER,IsDelete,NUMBER(22),Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,,
RPTMEMBER,FileData,NCLOB,File đính kèm,,
RPTMEMBER,FileImport,NCLOB,File import,,
RPTMEMBER,CreatedBy,NVARCHAR2(300),Người tạo,,
RPTMEMBER,DateCreated,DATE,Ngày tạo,,
RPTMEMBER,DateModified,DATE,Ngày sửa,,
RPTMEMBER,ModifyBy,NVARCHAR2(300),Người sửa,,
RPTPDSHT,RptPdId,RAW(16),Mã ID kỳ báo cáo. FK → RPTPERIOD.Id,,FK suy luận → RPTPERIOD.Id
RPTPDSHT,ShtId,RAW(16),Mã ID sheet báo cáo. FK → SHEET.Id,,FK suy luận → SHEET.Id
RPTPDSHT,CreatedBy,NVARCHAR2(300),Người tạo,,
RPTPDSHT,DateCreated,DATE,Ngày tạo,,
RPTPDSHT,DateModified,DATE,Ngày sửa,,
RPTPDSHT,ModifyBy,NVARCHAR2(300),Người sửa,,
RPTPERIOD,Id,RAW(16),Mã ID kỳ báo cáo (PK),PK,
RPTPERIOD,PeriodName,NVARCHAR2(3000),Tên kỳ báo cáo,,
RPTPERIOD,PeriodType,NUMBER(22),Loại kỳ: 1 = Ngày; 2 = Tuần; 3 = Tháng; 4 = Quý; 5 = Bán niên; 6 = Năm,,
RPTPERIOD,IsActive,NUMBER(22),Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,,
RPTPERIOD,IsDeleted,NUMBER(22),Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,,
RPTPERIOD,CreatedBy,NVARCHAR2(300),Người tạo,,
RPTPERIOD,DateCreated,DATE,Ngày tạo,,
RPTPERIOD,DateModified,DATE,Ngày sửa,,
RPTPERIOD,ModifyBy,NVARCHAR2(300),Người sửa,,
RPTVALUES,Id,RAW(16),ID bản ghi giá trị báo cáo (PK),PK,
RPTVALUES,MebId,RAW(16),Mã ID thành viên thị trường,,
RPTVALUES,RptId,RAW(16),Mã báo cáo đầu vào. FK → RPTTEMP.Id,FK,FK → RPTTEMP.Id
RPTVALUES,SheetId,RAW(16),Mã sheet báo cáo đầu vào. FK → SHEET.Id,FK,FK → SHEET.Id
RPTVALUES,TgtId,RAW(16),ID ô chỉ tiêu,,
RPTVALUES,PrdId,RAW(16),Mã ID kỳ báo cáo. FK → RPTPERIOD.Id,FK,FK → RPTPERIOD.Id
RPTVALUES,SecId,RAW(16),Mã ID công ty QLQ. FK → SECURITIES.Id,FK,FK → SECURITIES.Id
RPTVALUES,FndId,RAW(16),Mã ID quỹ đầu tư. FK → FUNDS.Id,FK,FK → FUNDS.Id
RPTVALUES,BkMId,RAW(16),Mã ID ngân hàng LKGS. FK → BANKMONI.Id,,
RPTVALUES,FrBrId,RAW(16),Mã ID VPĐD/CN QLQ NN. FK → FORBRCH.Id,,
RPTVALUES,Values,NVARCHAR2(4000),Giá trị file import,,
RPTVALUES,AccValues,NVARCHAR2(4000),Tài khoản lưu ký,,
RPTVALUES,FormatDataType,NUMBER(22),Loại dữ liệu: Numberic = số; String = ký tự,,
RPTVALUES,IsDynamic,NUMBER(22),1 = Dữ liệu động; 0 = Không là dữ liệu động,,
RPTVALUES,PeriodType,NUMBER(22),Loại kỳ,,
RPTVALUES,Type,NUMBER(38),Đối tượng gửi báo: 2 = Công ty QLQ; 7 = QĐT,,
RPTVALUES,CreatedBy,NVARCHAR2(300),Người tạo,,
RPTVALUES,DateCreated,DATE,Ngày tạo,,
RPTVALUES,DateModified,DATE,Ngày sửa,,
RPTVALUES,ModifyBy,NVARCHAR2(300),Người sửa,,
SECBUP,Id,RAW(16),Mã ID bản ghi chi tiết lịch sử QLQ (PK),PK,
SECBUP,SecHsId,RAW(16),Mã ID lịch sử công ty QLQ. FK → SECHISTORY.Id,FK,FK → SECHISTORY.Id
SECBUP,IsBefore,NUMBER(22),1 = Bản ghi trước thay đổi; 0 = Bản ghi sau,,
SECBUP,SecData,NCLOB,Dữ liệu snapshot công ty QLQ,,
SECBUP,DateCreated,DATE,Ngày tạo,,
SECBUSINES,SecId,RAW(16),Mã ID công ty QLQ. FK → SECURITIES.Id,,FK suy luận → SECURITIES.Id
SECBUSINES,BuId,RAW(16),Mã ID ngành nghề kinh doanh. FK → BUSINESS.Id,,FK suy luận → BUSINESS.Id
SECHISTORY,Id,RAW(16),Mã ID lịch sử công ty QLQ (PK),PK,
SECHISTORY,SecId,RAW(16),Mã ID công ty QLQ. FK → SECURITIES.Id,FK,FK → SECURITIES.Id
SECHISTORY,Action,NCLOB,Sự kiện thay đổi,,
SECHISTORY,DateChange,DATE,Ngày thực hiện thay đổi,,
SECHISTORY,AdjustmentLicense,NVARCHAR2(4000),Số GP/QĐ/CV sửa đổi,,
SECHISTORY,LicenseDate,DATE,Ngày chấp thuận,,
SECHISTORY,PrevValue,NCLOB,Thông tin trước thay đổi,,
SECHISTORY,ValueChange,NCLOB,Thông tin sau thay đổi,,
SECHISTORY,Reason,NVARCHAR2(4000),Lý do sửa đổi,,
SECHISTORY,FileData,NCLOB,File đính kèm,,
SECHISTORY,DateCreated,DATE,Ngày tạo,,
SECURITIES,Id,RAW(16),Mã ID công ty QLQ. Mã hệ thống tự sinh (PK),PK,
SECURITIES,Name,NVARCHAR2(3000),Tên công ty QLQ,,
SECURITIES,ShortName,NVARCHAR2(300),Tên viết tắt,,
SECURITIES,EnName,NVARCHAR2(3000),Tên tiếng Anh,,
SECURITIES,Address,NVARCHAR2(3000),Địa chỉ trụ sở chính,,
SECURITIES,Telephone,NVARCHAR2(300),Điện thoại,,
SECURITIES,Fax,NVARCHAR2(300),Số Fax,,
SECURITIES,Email,NVARCHAR2(300),Email,,
SECURITIES,Website,NVARCHAR2(300),Website,,
SECURITIES,Decision,NVARCHAR2(300),Giấy phép thành lập/GPKD,,
SECURITIES,DecisionDate,DATE,Ngày cấp giấy phép,,
SECURITIES,ActiveDate,DATE,Ngày chính thức hoạt động,,
SECURITIES,StopDate,DATE,Ngày đóng cửa/thu hồi giấy phép,,
SECURITIES,Status,RAW/NUMBER(16),Mã ID trạng thái. FK → STATUS.Id,FK,FK → STATUS.Id
SECURITIES,SecCapital,NUMBER(22),Vốn điều lệ,,
SECURITIES,Dorf,NUMBER(22),Trong nước/Nước ngoài: 1 = Trong nước; 0 = Nước ngoài,,
SECURITIES,Deleted,NUMBER(22),Trạng thái bản ghi,,
SECURITIES,IsDataMigration,NUMBER(22),1 = Dữ liệu đổ từ hệ thống cũ; 0 = Dữ liệu mới,,
SECURITIES,CreatedBy,NVARCHAR2(300),Người tạo,,
SECURITIES,DateCreated,DATE,Ngày tạo,,
SECURITIES,DateModified,DATE,Ngày sửa,,
SECURITIES,ModifyBy,NVARCHAR2(300),Người sửa,,
STATUS,Id,RAW(16),Mã ID trạng thái hoạt động (PK),PK,
STATUS,Name,NVARCHAR2(3000),Tên trạng thái,,
STATUS,IsActive,NUMBER(22),Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,,
STATUS,IsDeleted,NUMBER(22),Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,,
STATUS,CreatedBy,NVARCHAR2(300),Người tạo,,
STATUS,DateCreated,DATE,Ngày tạo,,
STATUS,DateModified,DATE,Ngày sửa,,
STATUS,ModifyBy,NVARCHAR2(300),Người sửa,,
STFFGBRCH,Id,RAW(16),ID nhân sự VPĐD/CN QLQ NN (PK),PK,
STFFGBRCH,FgBrId,RAW(16),Mã ID VPĐD/CN QLQ NN. FK → FORBRCH.Id,FK,FK → FORBRCH.Id
STFFGBRCH,TLId,RAW(16),Mã ID nhân sự. FK → TLProfiles.Id,FK,FK → TLProfiles.Id
STFFGBRCH,FnType,NVARCHAR2(3),Là nhân viên VPĐD/CN NN: O = VPĐD NN; B = CN NN,,
STFFGBRCH,Isr,NUMBER(22),Người đại diện pháp luật: 1 = Có; 0 = Không,,
STFFGBRCH,Isp,NUMBER(22),Đại diện CBTT: 1 = Có; 0 = Không,,
STFFGBRCH,Deleted,NUMBER(22),Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,,
STFFGBRCH,DateCreated,DATE,Ngày tạo,,
STFFGBRCH,DateModified,DATE,Ngày sửa,,
STOCKHOLDERTYPE,Id,RAW(16),Mã ID loại hình NĐT/cổ đông (PK),PK,
STOCKHOLDERTYPE,Name,NVARCHAR2(3000),Tên loại hình NĐT/cổ đông,,
STOCKHOLDERTYPE,IsActive,NUMBER(22),Trạng thái: 1 = Sử dụng; 0 = Không sử dụng,,
STOCKHOLDERTYPE,IsDeleted,NUMBER(22),Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,,
STOCKHOLDERTYPE,CreatedBy,NVARCHAR2(300),Người tạo,,
STOCKHOLDERTYPE,DateCreated,DATE,Ngày tạo,,
STOCKHOLDERTYPE,DateModified,DATE,Ngày sửa,,
STOCKHOLDERTYPE,ModifyBy,NVARCHAR2(300),Người sửa,,
SYSVAR,Id,RAW(16),Mã ID tham số hệ thống (PK),PK,
SYSVAR,VarName,NVARCHAR2(600),Tên tham số,,
SYSVAR,VarValue,NVARCHAR2(4000),Giá trị tham số,,
SYSVAR,VarDesc,NVARCHAR2(3000),Ghi chú,,
SYSVAR,GrName,NVARCHAR2(300),Phân hệ áp dụng,,
SYSVAR,TypeControl,NVARCHAR2(4000),Định dạng ô nội dung,,
SYSVAR,CreatedBy,NVARCHAR2(300),Người tạo,,
SYSVAR,DateCreated,DATE,Ngày tạo,,
SYSVAR,DateModified,DATE,Ngày sửa,,
SYSVAR,ModifyBy,NVARCHAR2(300),Người sửa,,
TLPRHISTORY,Id,RAW(16),ID lịch sử nhân sự. Mã hệ thống tự sinh (PK),PK,
TLPRHISTORY,SecId,RAW(16),Mã ID công ty QLQ. FK → SECURITIES.Id,FK,FK → SECURITIES.Id
TLPRHISTORY,TLProfileId,RAW(16),Mã ID nhân sự. FK → TLProfiles.Id,FK,FK → TLProfiles.Id
TLPRHISTORY,Action,NCLOB,Sự kiện thay đổi,,
TLPRHISTORY,DateChange,DATE,Ngày thực hiện thay đổi,,
TLPRHISTORY,AdjustmentLicense,NVARCHAR2(4000),Số GP/QĐ/CV sửa đổi,,
TLPRHISTORY,LicenseDate,DATE,Ngày chấp thuận,,
TLPRHISTORY,PrevValue,NCLOB,Thông tin trước thay đổi,,
TLPRHISTORY,ValueChange,NCLOB,Thông tin sau thay đổi,,
TLPRHISTORY,FileData,NCLOB,File đính kèm,,
TLPRHISTORY,DateCreated,DATE,Ngày tạo,,
TLPROBUP,Id,RAW(16),ID chi tiết lịch sử nhân sự (PK),PK,
TLPROBUP,TLPrHsId,RAW(16),Mã ID lịch sử nhân sự. FK → TLPRHISTORY.Id,FK,FK → TLPRHISTORY.Id
TLPROBUP,IsBefore,NUMBER(22),1 = Bản ghi trước thay đổi; 0 = Bản ghi sau,,
TLPROBUP,TLData,NCLOB,Dữ liệu snapshot nhân sự,,
TLPROBUP,DateCreated,DATE,Ngày tạo,,
TLProfiles,Id,RAW(16),Mã ID nhân sự. Mã hệ thống tự sinh (PK),PK,
TLProfiles,SecId,RAW(16),Mã ID công ty QLQ. FK → SECURITIES.Id,FK,FK → SECURITIES.Id
TLProfiles,FullName,NVARCHAR2(1500),Họ tên đầy đủ,,
TLProfiles,BirthDate,DATE,Ngày sinh,,
TLProfiles,NatId,RAW(16),Mã ID quốc tịch. FK → NATIONAL.Id,FK,FK → NATIONAL.Id
TLProfiles,IdNo,NVARCHAR2(150),CMND/CCCD/Hộ chiếu,,
TLProfiles,JobTypeId,RAW(16),Mã ID loại chức vụ. FK → JOBTYPE.Id,FK,FK → JOBTYPE.Id
TLProfiles,IsLegal,NUMBER(22),Là người đại diện pháp luật: 1 = Có; 0 = Không,,
TLProfiles,IsCBTT,NUMBER(22),Là đại diện CBTT: 1 = Có; 0 = Không,,
TLProfiles,Deleted,NUMBER(22),Trạng thái bản ghi,,
TLProfiles,CreatedBy,NVARCHAR2(300),Người tạo,,
TLProfiles,DateCreated,DATE,Ngày tạo,,
TLProfiles,DateModified,DATE,Ngày sửa,,
TLProfiles,ModifyBy,NVARCHAR2(300),Người sửa,,
TRANSFERMBF,Id,RAW(16),Mã ID giao dịch CCQ (PK),PK,
TRANSFERMBF,FndId,RAW(16),Mã ID quỹ đầu tư. FK → FUNDS.Id,FK,FK → FUNDS.Id
TRANSFERMBF,MBFId,RAW(16),Mã ID nhà đầu tư quỹ. FK → MBFUND.Id,FK,FK → MBFUND.Id
TRANSFERMBF,TransDate,DATE,Ngày giao dịch,,
TRANSFERMBF,Quantity,NUMBER(22),Số lượng CCQ giao dịch,,
TRANSFERMBF,Price,NUMBER(22),Giá giao dịch,,
TRANSFERMBF,TransType,NUMBER(22),Loại giao dịch,,
TRANSFERMBF,Deleted,NUMBER(22),Trạng thái bản ghi,,
TRANSFERMBF,DateCreated,DATE,Ngày tạo,,
TRANSFERMBF,DateModified,DATE,Ngày sửa,,
TRSFERINDER,Id,RAW(16),Mã ID giao dịch chuyển nhượng (PK),PK,
TRSFERINDER,SecId,RAW(16),Mã ID công ty QLQ. FK → SECURITIES.Id,FK,FK → SECURITIES.Id
TRSFERINDER,TransDate,DATE,Ngày giao dịch,,
TRSFERINDER,Quantity,NUMBER(22),Số lượng cổ phần chuyển nhượng,,
TRSFERINDER,Price,NUMBER(22),Giá giao dịch,,
TRSFERINDER,Deleted,NUMBER(22),Trạng thái bản ghi,,
TRSFERINDER,DateCreated,DATE,Ngày tạo,,
TRSFERINDER,DateModified,DATE,Ngày sửa,,
USERRPTO,UserId,RAW(16),Mã ID người dùng. FK → USERS.Id,,FK suy luận → USERS.Id
USERRPTO,TpOutId,RAW(16),Mã ID biểu mẫu báo cáo đầu ra. FK → RPTTPOUT.Id,,FK suy luận → RPTTPOUT.Id
USERS,Id,RAW(16),Mã ID người dùng hệ thống. Mã hệ thống tự sinh (PK),PK,
USERS,UserName,NVARCHAR2(300),Tên đăng nhập,,
USERS,FullName,NVARCHAR2(1500),Họ và tên đầy đủ,,
USERS,Email,NVARCHAR2(300),Email,,
USERS,BkMId,RAW(16),Mã ID ngân hàng LKGS. FK → BANKMONI.Id,FK,FK → BANKMONI.Id
USERS,Status,NUMBER(22),Trạng thái tài khoản: 1 = Hoạt động; 0 = Khóa,,
USERS,Deleted,NUMBER(22),Trạng thái bản ghi: 0 = Không bị xóa; 1 = Bị xóa,,
USERS,DateLogined,DATE,Ngày đăng nhập hệ thống,,
USERS,DateChangePassword,DATE,Ngày thay đổi mật khẩu,,
USERS,CreatedBy,NVARCHAR2(300),Người tạo,,
USERS,DateCreated,DATE,Ngày tạo,,
USERS,DateModified,DATE,Ngày sửa,,
USERS,ModifyBy,NVARCHAR2(300),Người sửa,,
VIOLT,Id,RAW(16),Mã ID vi phạm (PK),PK,
VIOLT,SecId,RAW(16),Mã ID công ty QLQ. FK → SECURITIES.Id,FK,FK → SECURITIES.Id
VIOLT,FndId,RAW(16),Mã ID quỹ đầu tư. FK → FUNDS.Id,FK,FK → FUNDS.Id
VIOLT,ViolType,NVARCHAR2(300),Loại vi phạm,,
VIOLT,ViolContent,NVARCHAR2(4000),Nội dung vi phạm,,
VIOLT,ViolDate,DATE,Ngày vi phạm,,
VIOLT,ViolStatus,NUMBER(22),Trạng thái xử lý vi phạm,,
VIOLT,Note,NVARCHAR2(4000),Ghi chú,,
VIOLT,Deleted,NUMBER(22),Trạng thái bản ghi,,
VIOLT,DateCreated,DATE,Ngày tạo,,
VIOLT,DateModified,DATE,Ngày sửa,,
