Tên bảng,Tên trường,Mô tả,Khóa,Ghi chú (FK suy luận)
TCT_TT_CUONG_CHE_NO,TEN_DTGTSCC,Tên đối tượng giữ tài sản cưỡng chế,,
TCT_TT_CUONG_CHE_NO,MA_DTGTSCC,Mã đối tượng giữ tài sản cưỡng chế,,
TCT_TT_CUONG_CHE_NO,DIA_CHI_DTGTSCC,Địa chỉ đối tượng giữ tài sản cưỡng chế,,
TCT_TT_CUONG_CHE_NO,NGANH_KD_DTBCC,Ngành kinh doanh đối tượng bị cưỡng chế,,
TCT_TT_CUONG_CHE_NO,NGAY_HIEU_LUC_QD_TU,Ngày hiệu lực từ quyết định từ,,
TCT_TT_CUONG_CHE_NO,NGAY_HIEU_LUC_QD_DEN,Ngày hiệu lực quyết định đến,,
TCT_TT_CUONG_CHE_NO,GOI_TIN_ID,ID gói tin,FK,FK suy luận → CAU_HINH_GOI_TIN.ID
TCT_TT_CUONG_CHE_NO,MA_CQT_QL,Mã cơ quan thuế quản lý,,
TCT_TT_CUONG_CHE_NO,TEN_CQT_QL,Tên cơ quan thuế quản lý,,
TT_XLY_VI_PHAM,ID,,PK,
TT_XLY_VI_PHAM,SO_QDXL,Số quyết định xử lý,,
TT_XLY_VI_PHAM,TEN_DOI_TUONG,Tên đối tượng,,
TT_XLY_VI_PHAM,MST,Mã số thuế,,
TT_XLY_VI_PHAM,KY_TTKT,Kỳ thanh tra kiểm tra,,
TT_XLY_VI_PHAM,PHAT_HANH_VI_VP,Phạt hành vi vi phạm,,
TT_XLY_VI_PHAM,PHAT_HANH_VI_VPHC,Phạt hành vi vi phạm hành chính,,
TT_XLY_VI_PHAM,TRUY_THU_TIEN_THUE,"Truy thu tiền thuế, tiền nộp chậm",,
TT_XLY_VI_PHAM,GOI_TIN_ID,Id gói tin,FK,FK suy luận → CAU_HINH_GOI_TIN.ID
TT_XLY_VI_PHAM,CO_QUAN_BAN_HANH,Cơ quan ban hành,,
UBCK_BAO_CAO,ID,,PK,
UBCK_BAO_CAO,HE_THONG,Hệ thống,,
UBCK_BAO_CAO,MA_BAO_CAO,Mã báo cáo,,
UBCK_BAO_CAO,TEN_BAO_CAO,Tên báo cáo,,
UBCK_BAO_CAO,DON_VI,Đơn vị,,
UBCK_BAO_CAO,LOAI_BAO_CAO,Loại báo cáo,,
UBCK_BAO_CAO,KIEU_KY,Kiểu kỳ,,
UBCK_BAO_CAO,KY_BAO_CAO,Kỳ báo cáo,,
UBCK_BAO_CAO,KY_BC_TU_NGAY,Kỳ báo cáo từ ngày,,
UBCK_BAO_CAO,KY_BC_DEN_NGAY,Kỳ báo cáo đến ngày,,
UBCK_BAO_CAO,KY_BC_TU_THANG,Kỳ báo cáo từ tháng,,
UBCK_BAO_CAO,KY_BC_DEN_THANG,Kỳ báo cáo đến tháng,,
UBCK_BAO_CAO,THOI_GIAN_GUI,Thời gian gửi,,
UBCK_BAO_CAO,TT_KIEM_TOAN,Thông tin kiểm toán,,
UBCK_BAO_CAO,TC_KIEM_TOAN,Tổ chức kiểm toán,,
UBCK_BAO_CAO,MST_TCKT,Mã số thuế tổ chức kiểm toán,,
UBCK_BAO_CAO,DKKD,Đăng ký kinh doanh,,
UBCK_BAO_CAO,MA_YKKT,Mã ý kiến kiểm toán,,
UBCK_BAO_CAO,YKKT,Ý kiến kiểm toán,,
UBCK_BAO_CAO,NGAY_KIEM_TOAN,Ngày kiểm toán,,
UBCK_BAO_CAO,KIEM_TOAN_VIEN,Kiểm toán viên,,
UBCK_BAO_CAO,MA_LY_DO_GIA_HAN,Mã lý do gia hạn,,
UBCK_BAO_CAO,LY_DO_GIA_HAN,Lý do gia hạn,,
UBCK_BAO_CAO,NGUOI_KY,Người ký,,
UBCK_BAO_CAO,NGAY_KY,Ngày ký,,
UBCK_BAO_CAO,NGAY_TAO,Ngày tạo,,
UBCK_BAO_CAO,GOI_TIN_ID,ID gói tin,FK,FK suy luận → CAU_HINH_GOI_TIN.ID
UBCK_BAO_CAO,MA_SO_DOANH_NGHIEP,Mã số doanh nghiệp,,
UBCK_BAO_CAO,GUID,,,
UBCK_BAO_CAO,MST,Mã số thuế,,
UBCK_BAO_CAO,NGUON_GOC_TK,Nguồn gốc tờ khai,,
UBCK_BAO_CAO,CNDKHN,Chứng chỉ hành nghề,,
UBCK_BAO_CAO,HOATDONGLIENTUC,Hoạt động liên tục,,
UBCK_BAO_CAO,HOATDONGKHONGLIENTUC,Hoạt động không liên tục,,
UBCK_BAO_CAO_CHI_TIET,ID,,PK,
UBCK_BAO_CAO_CHI_TIET,UBCK_BAO_CAO_ID,ID bảng UBCK_BAO_CAO,FK,FK suy luận → UBCK_BAO_CAO.ID
UBCK_BAO_CAO_CHI_TIET,MA_CHI_TIEU,Mã chỉ tiêu,,
UBCK_BAO_CAO_CHI_TIET,TEN_CHI_TIEU,Tên chỉ tiêu,,
UBCK_BAO_CAO_CHI_TIET,THUYET_MINH,Thuyết minh,,
UBCK_BAO_CAO_CHI_TIET,SO_CUOI_NAM,Số cuối năm,,
UBCK_BAO_CAO_CHI_TIET,SO_DAU_NAM,Số đầu năm,,
UBCK_BAO_CAO_CHI_TIET,NAM_NAY,Năm nay,,
UBCK_BAO_CAO_CHI_TIET,NAM_TRUOC,Năm trước,,
UBCK_BAO_CAO_CHI_TIET,TEN_SHEET,Tên sheet,,
UBCK_BAO_CAO_CHI_TIET,TEN_SHEET,Tên sheet,,
UBCK_BAO_CAO_CHI_TIET,NGUOILAPBIEU,Người lập biểu,,
UBCK_BAO_CAO_CHI_TIET,KETOANTRUONG,Kế toán trưởng,,
UBCK_BAO_CAO_CHI_TIET,NGAYLAP,Ngày lập,,
UBCK_BAO_CAO_CHI_TIET,GIAMDOC,Giám đốc,,
UBCK_BAO_CAO_CHI_TIET,SOCHUNGCHIHANHNGHE,Số chứng chỉ hành nghề,,
UBCK_BAO_CAO_CHI_TIET,DONVICCAPDVUKTOAN,Đơn vị cung cấp dịch vụ kiểm toán,,
UBCK_BAO_CAO_CHI_TIET,HOATDONGLIENTUC,Hoạt động liên tục,,
UBCK_BAO_CAO_CHI_TIET,HOATDONGKHONGLIENTUC,Hoạt động không liên tục,,
