Tên bảng,Tên trường,Mô tả,Khóa,Ghi chú (FK suy luận)
STOCKHOLDERTYPE,Id,ID bản ghi,PK,
STOCKHOLDERTYPE,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
STOCKHOLDERTYPE,DateCreated,Ngày tạo,,
STOCKHOLDERTYPE,CreatedBy,Người tạo,,
STOCKHOLDERTYPE,DateModified,Ngày sửa,,
STOCKHOLDERTYPE,ModifyBy,Người sửa,,
STOCKHOLDERTYPE,SName,Mã loại cổ đông,,
STOCKHOLDERTYPE,Name,Tên loại cổ đông,,
STOCKHOLDERTYPE,Status,Trạng thái: 0: Không sử dụng 1: Sử dụng,,
STOCKHOLDERTYPE,IsDataMigration,Dữ liệu chuyển đổi,,
STOCKHOLDERTYPE,Description,Mô tả,,
STOCKHOLDERTYPE,IdOld,ID hệ thống cũ,,
COMPANYTYPE,Id,ID bản ghi,PK,
COMPANYTYPE,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
COMPANYTYPE,DateCreated,Ngày tạo,,
COMPANYTYPE,CreatedBy,Người tạo,,
COMPANYTYPE,DateModified,Ngày sửa,,
COMPANYTYPE,ModifyBy,Người sửa,,
COMPANYTYPE,SName,Mã loại hình doanh nghiệp,,
COMPANYTYPE,Name,Tên loại hình doanh nghiệp,,
COMPANYTYPE,Status,Trạng thái: 0: Không sử dụng 1: Sử dụng,,
COMPANYTYPE,IsDataMigration,Dữ liệu chuyển đổi,,
COMPANYTYPE,Description,Mô tả,,
COMPANYTYPE,TypeObject,Đối tượng áp dụng: 1: Công ty QLQ 2: Công ty chứng khoán 3: Ngân hàng lưu ký 4: Trung tâm lưu ký 5: Sở giao dịch CK 6: Người đại diện CBTT 7: CN công ty QLQ NN tại VN,,
COMPANYTYPE,IdOld,ID hệ thống cũ,,
BUSINESS,Id,ID bản ghi,PK,
BUSINESS,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
BUSINESS,DateCreated,Ngày tạo,,
BUSINESS,CreatedBy,Người tạo,,
BUSINESS,DateModified,Ngày sửa,,
BUSINESS,ModifyBy,Người sửa,,
BUSINESS,SName,Mã nghiệp vụ kinh doanh,,
BUSINESS,Name,Tên nghiệp vụ kinh doanh,,
BUSINESS,Status,Trạng thái: 0: Không sử dụng 1: Sử dụng,,
BUSINESS,IsDataMigration,Dữ liệu chuyển đổi,,
BUSINESS,Description,Mô tả,,
BUSINESS,TypeObject,Đối tượng áp dụng: 1: Công ty QLQ 2: Công ty chứng khoán 3: Ngân hàng lưu ký 4: Trung tâm lưu ký 5: Sở giao dịch CK 6: Người đại diện CBTT 7: CN công ty QLQ NN tại VN,,
BUSINESS,IdOld,ID hệ thống cũ,,
CURRENCY,Id,ID bản ghi,PK,
CURRENCY,Deleted,Trạng thái xóa của bản ghi: 0: Không bị xóa 1: Bị xóa,,
CURRENCY,DateCreated,Ngày tạo,,
