source_system,staging_table,ods_table,column_name,data_type,description,pk/fk
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,client/house classification code,,Phân loại: 10=Client trade (khách hàng) / 30=House trade (tự doanh CTCK),
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,invest type,,Phân loại nhà đầu tư: 8000=Cá nhân / 7000=NĐT NN / 3000=Quỹ / 4000=Ngân hàng / 5000=CTCK...,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,foreigner investor type,,Phân loại NĐT nước ngoài: 00=Trong nước / 10=NN cư trú / 20=NN không cư trú,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,order type,,Loại lệnh theo giá: 1=Market / 2=Limit / 3=Stop Market / 4=Stop Limit,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,order price,,Giá đặt lệnh. 0 nếu Market order hoặc lệnh hủy.,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,order vol,,Khối lượng đặt lệnh,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,order condition,,Điều kiện khớp: 0=FAS / 1=GTC / 2=ATO / 3=FAK / 4=FOK / 6=GTD / 7=ATC / 9=MTL,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,ltp,,Last Traded Price — giá khớp gần nhất trên thị trường tại thời điểm đặt lệnh,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,execution price,,Giá khớp lệnh thực tế,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,immed. matched vol,,Khối lượng khớp ngay tại thời điểm hệ thống ghi nhận lệnh,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,matched vol,,Tổng khối lượng đã khớp của lệnh (tích lũy),
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,order rqty,,Khối lượng còn lại chưa khớp. = Order VOL − Matched VOL − Cancelled VOL,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,order price-ltp,,Chênh lệch giữa giá đặt và LTP (derived),
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,matched ratio,,Tỷ lệ khớp lệnh = Matched VOL / Order VOL (derived),
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,buy up/sell down amt,,Mức tăng/giảm giá so với giá tham chiếu theo giá trị tiền,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,buy up/sell down tick,,Mức tăng/giảm theo số bước giá (tick),
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,new high/low price,,Đánh dấu nếu lệnh tạo giá cao/thấp mới trong ngày theo mã CK,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,order status,,Trạng thái: 0=New / 1=Partial Fill / 2=Filled / 3=Cancelled / 4=Rejected / 5=Expired / 6=Pending Cancel / 7=Pending Replace / 8=Replaced,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,icd-bug qty,,Khối lượng điều chỉnh lỗi trong hệ thống giao dịch (operational),
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,expected execution price,,"Giá khớp dự kiến dựa trên thị trường hiện tại (estimated, không phải confirmed)",
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,expected execution volume,,Khối lượng khớp dự kiến (estimated),
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,short sell indicator,,Phân loại bán khống: 00=Bình thường / 10=Lệnh bán khống,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,trader no,,Mã định danh người thực hiện giao dịch tại CTCK,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,trader name,,Tên người thực hiện giao dịch tại CTCK,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,reference sequence no.,,Số tham chiếu thứ tự giao dịch trong luồng dữ liệu,
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,order id,,"Mã định danh logic của lệnh (17 ký tự, stable hơn Order Accept #)",
ORDERTRADE,stg_ordertrade_order_hose,ods_ordertrade_order_hose,orig order id,,Order ID của lệnh gốc khi sửa/hủy,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,trade date,,Ngày giao dịch (yyyymmdd),
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,market id,,Mã thị trường (STO/BDO/RPO/STX/UPX/BDX/DVX/HCX),
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,symbol,,Mã chứng khoán,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,currency,,Đơn vị tiền tệ,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,board type,,Loại bảng giao dịch,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,trade #,,Số thứ tự giao dịch khớp do KRX cấp trong ngày theo Symbol,PK (ngày+Symbol)
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,time,,Thời điểm xảy ra giao dịch khớp (hh24miss),
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,session,,Phiên giao dịch lúc khớp,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,execution - exec price,,Giá khớp thực tế của giao dịch,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,execution - exec price - ltp,,Chênh lệch giữa giá khớp và LTP trước đó,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,execution - volume,,Khối lượng khớp,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,execution - value,,Tổng giá trị = Exec Price × Exec Volume,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,execution - ltp,,Last Traded Price của mã CK trước khi có Trade này,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,execution - new high/low price,,Đánh dấu nếu Trade tạo giá mới trong ngày,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,buy - order date,,Ngày đặt lệnh mua,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,buy - order time,,Thời gian đặt lệnh mua,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,buy - order accept #,,Số thứ tự lệnh mua tại KRX — trường join về Order_HOSE,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,buy - brk #,,Mã CTCK bên mua,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,buy - brk,,Tên CTCK bên mua,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,buy - pin,,Mã PIN tài khoản bên mua,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,buy - acct no,,Tài khoản NĐT bên mua,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,buy - name,,Tên NĐT bên mua,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,buy - client/house classification code,,Phân loại lệnh mua: 10=Client / 30=House,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,buy - invest type,,Loại hình NĐT bên mua,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,buy - foreigner investor type,,Phân loại NĐT nước ngoài bên mua,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,buy - order price,,Giá đặt lệnh mua gốc,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,buy - order vol,,Khối lượng đặt mua gốc,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,buy - trader no,,Mã người thực hiện đặt mua,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,buy - trader name,,Tên người thực hiện đặt mua,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,buy - reference sequence no.,,Số tham chiếu thứ tự đặt mua,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,sell - order date,,Ngày đặt lệnh bán,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,sell - order time,,Thời gian đặt lệnh bán,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,sell - order accept #,,Số thứ tự lệnh bán tại KRX — trường join về Order_HOSE,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,sell - brk #,,Mã CTCK bên bán,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,sell - brk,,Tên CTCK bên bán,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,sell - pin,,Mã PIN tài khoản bên bán,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,sell - acct no,,Tài khoản NĐT bên bán,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,sell - name,,Tên NĐT bên bán,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,sell - client/house classification code,,Phân loại lệnh bán: 10=Client / 30=House,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,sell - invest type,,Loại hình NĐT bên bán,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,sell - foreigner investor type,,Phân loại NĐT nước ngoài bên bán,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,sell - order price,,Giá đặt lệnh bán gốc,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,sell - order vol,,Khối lượng đặt bán gốc,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,sell - trader no,,Mã người thực hiện đặt bán,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,sell - trader name,,Tên người thực hiện đặt bán,
ORDERTRADE,stg_ordertrade_trade_hose,ods_ordertrade_trade_hose,sell - reference sequence no.,,Số tham chiếu thứ tự đặt bán,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,trade date,,Ngày giao dịch (yyyymmdd),
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,market id,,Mã thị trường (STX/UPX/BDX/DVX/HCX — HNX),
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,board id,,Loại bảng giao dịch (G1/G2/.../T1.../R1),
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,issue code,,Mã định danh chứng khoán (ISIN hoặc mã sàn),
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,order accept time,,Thời điểm KRX matching engine tiếp nhận lệnh (hh24misss). Dùng để xếp thứ tự ưu tiên khớp.,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,member id,,Mã thành viên giao dịch (CTCK) do Sở cấp,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,sell/buy classification code,,Chiều lệnh: 1=Sell / 2=Buy / 3=Sell/Buy,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,account number,,Mã tài khoản giao dịch của NĐT tại CTCK,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,order type code,,Loại lệnh: 1=Market / 2=Limit / 3=Stop Market / 4=Stop Limit / X=Same side limit / Y=Contrary side limit,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,order condition code,,Điều kiện khớp: 0=FAS / 1=GTC / 2=ATO / 3=FAK / 4=FOK / 6=GTD / 7=ATC / 9=MTL,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,client/house classification code,,Phân loại: 10=Client / 30=House,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,investor classification code,,Phân loại NĐT theo chuẩn KRX: 1000=CTCK / 2000=BH / 3000=Quỹ / 4000=Ngân hàng / 7100=Tổ chức / 8000=Cá nhân,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,order date,,Ngày ghi nhận lệnh (yyyymmdd),
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,order reject reason code,,Mã lý do từ chối lệnh (chỉ có giá trị khi bị Reject),
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,order quantity,,Khối lượng đặt lệnh,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,order price,,Giá đặt lệnh (0 nếu Market order hoặc lệnh hủy),
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,public quantity,,Khối lượng hiển thị công khai của Iceberg order (≤ Order Quantity),
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,condition price,,Giá kích hoạt của Stop order,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,order reception number,,"Số định danh lệnh tại thời điểm KRX tiếp nhận. Tăng dần, unique trong ngày.",PK (ngày+Symbol)
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,original order reception number,,Order Reception Number của lệnh gốc khi sửa/hủy,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,original order type code,,Loại lệnh của lệnh gốc trước khi sửa,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,session id,,Phiên giao dịch (00/10/20/30/40/80/90/99...),
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,order remaining quantity,,Khối lượng còn lại chưa khớp,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,message sequence,,Số thứ tự message trong luồng dữ liệu (tăng dần từ 1),
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,replace/cancel classification code,,Loại action: 1=New / 2=Replace / 3=Cancel,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,quote request type,,Loại yêu cầu báo giá RFQ: 1=Request / 2=Cancel / 3=Confirm / 4=Reject,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,automated cancel processing classification,,Lý do tự động hủy: 0=n/a / 1=Condition / 2=Batch / 3=Kill Switch / 4=Disconnect / 5=Price limit,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,order id,,Mã định danh logic của lệnh (17 ký tự),
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,original order id,,Order ID của lệnh gốc khi sửa/hủy,
ORDERTRADE,stg_ordertrade_order_hnx,ods_ordertrade_order_hnx,foreign investor type code,,Phân loại NĐT nước ngoài: 00=Không / 10=NN cư trú / 20=NN không cư trú,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,trade date,,Ngày giao dịch (yyyymmdd),
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,market id,,Mã thị trường,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,board id,,Loại bảng giao dịch,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,issue code,,Mã chứng khoán,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,trade number,,ID của giao dịch khớp — unique key,PK (ngày+Symbol)
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,trade time,,Thời điểm giao dịch xảy ra (hh24misss),
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,trade price,,Giá khớp của giao dịch,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,trade quantity,,Khối lượng giao dịch,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,session id,,Phiên giao dịch lúc khớp,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,sell replace/cancel classification code,,Loại action của lệnh bán: 1=New / 2=Replace / 3=Cancel,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,sell member number,,Mã CTCK bên bán,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,sell account number,,Tài khoản NĐT bên bán,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,sell order type code,,Loại lệnh bán,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,sell order condition code,,Điều kiện lệnh bán,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,sell client/house classification,,Phân loại lệnh bán: 10=Client / 30=House,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,sell investor classification code,,Loại hình NĐT bên bán theo chuẩn KRX,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,sell order quantity,,Khối lượng đặt bán gốc,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,sell order price,,Giá đặt bán gốc,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,buy member number,,Mã CTCK bên mua,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,buy replace/cancel classification code,,Loại action của lệnh mua: 1=New / 2=Replace / 3=Cancel,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,buy account number,,Tài khoản NĐT bên mua,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,buy order type code,,Loại lệnh mua,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,buy order condition code,,Điều kiện lệnh mua,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,buy client/house classification,,Phân loại lệnh mua: 10=Client / 30=House,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,buy investor classification code,,Loại hình NĐT bên mua theo chuẩn KRX,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,buy order quantity,,Khối lượng đặt mua gốc,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,buy order price,,Giá đặt mua gốc,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,message sequence,,Số thứ tự message trong luồng dữ liệu,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,sell order reception number,,Order Reception Number của lệnh bán — trường join về Order_HNX,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,buy order reception number,,Order Reception Number của lệnh mua — trường join về Order_HNX,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,sell quote request code,,Loại yêu cầu báo giá của bên bán: 1=Request / 2=Cancel / 3=Confirm / 4=Reject,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,buy quote request code,,Loại yêu cầu báo giá của bên mua,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,execution price of spread first,,Giá khớp của Leg 1 trong Spread trade (phái sinh/repo 2 vế),
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,execution price of spread second,,Giá khớp của Leg 2 trong Spread trade,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,sell foreign investor type code,,Phân loại NĐT nước ngoài bên bán: 00/10/20,
ORDERTRADE,stg_ordertrade_trade_hnx,ods_ordertrade_trade_hnx,buy foreign investor type code,,Phân loại NĐT nước ngoài bên mua: 00/10/20,
QLRR,stg_qlrr_risk_indicator_category,ods_qlrr_risk_indicator_category,id,,Primary key,PK
QLRR,stg_qlrr_risk_indicator_category,ods_qlrr_risk_indicator_category,set_code,,"Bộ chỉ tiêu
1=Trong nước
2=Quốc tế",
QLRR,stg_qlrr_risk_indicator_category,ods_qlrr_risk_indicator_category,category_code,,"Mã nhóm (VD: MACRO, MONETARY, STOCK_MARKET)",
QLRR,stg_qlrr_risk_indicator_category,ods_qlrr_risk_indicator_category,category_name,,Tên nhóm (VD: Yếu tố vĩ mô),
QLRR,stg_qlrr_risk_indicator_category,ods_qlrr_risk_indicator_category,status,,"0=Không hoạt động
1=Hoạt động",
QLRR,stg_qlrr_risk_indicator_category,ods_qlrr_risk_indicator_category,created_at,,Ngày tạo,
QLRR,stg_qlrr_risk_indicator_category,ods_qlrr_risk_indicator_category,updated_at,,Ngày sửa cuối,
QLRR,stg_qlrr_risk_indicator_category,ods_qlrr_risk_indicator_category,created_by_id,,User_id người tạo,
QLRR,stg_qlrr_risk_indicator_category,ods_qlrr_risk_indicator_category,updated_by_id,,User_id người cập nhật,
QLRR,stg_qlrr_risk_indicator_category,ods_qlrr_risk_indicator_category,created_by_name,,Tên người tạo,
QLRR,stg_qlrr_risk_indicator_category,ods_qlrr_risk_indicator_category,updated_by_name,,Tên người cập nhật,
QLRR,stg_qlrr_risk_indicator_category,ods_qlrr_risk_indicator_category,deleted,,"Soft delete: 0=Active, 1=Deleted",
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,id,,Primary key,PK
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,indicator_code,,"Mã chỉ tiêu (VD: GDP_VN, CPI_VN, VNINDEX, CPI_US, DXY)",
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,indicator_name,,"Tên chỉ tiêu (VD: GDP, CPI, Chỉ số VNIndex, Lạm phát Mỹ)",
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,set_code,,"Bộ chỉ tiêu
1=Trong nước
2=Quốc tế",
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,category_id,,Nhóm chỉ tiêu (VD: Yếu tố vĩ mô),FK
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,unit_code,,"Đơn vị mặc định 
1=%
2=Điểm
3=Tỷ VND
4=Triệu USD
5=Hợp đồng
6=Cổ phiếu
7=Công ty
8=VND
9=Số tài khoản
10=Đơn vị tính",
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,source_code,,"Nguồn mặc định
1=Investing
2=Tổng cục Thống kê
3=Ngân hàng Nhà nước
4=Nội bộ
5=HNX
6=VSDC
(Investing chỉ dùng cho chỉ tiêu quốc tế)",
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,period_type,,"Tần suất: 1=Ngày, 2=Tháng, 3=Quý, 4=Năm",
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,status,,"0=Không hoạt động
1=Hoạt động",
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,last_sync_time,,Lần sync gần nhất,
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,display_order,,Thứ tự hiển thị của chỉ tiêu,
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,is_display,,"Có hiển thị trên màn hình không
0=Không
1=Có",
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,created_at,,Ngày tạo,
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,updated_at,,Ngày sửa cuối,
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,created_by_id,,User_id người tạo,
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,updated_by_id,,User_id người cập nhật,
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,created_by_name,,Tên người tạo,
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,updated_by_name,,Tên người cập nhật,
QLRR,stg_qlrr_risk_indicator,ods_qlrr_risk_indicator,deleted,,Soft delete,
QLRR,stg_qlrr_risk_indicator_custom,ods_qlrr_risk_indicator_custom,id,,Primary key,PK
QLRR,stg_qlrr_risk_indicator_custom,ods_qlrr_risk_indicator_custom,indicator_name,,"Tên chỉ tiêu (VD: GDP, CPI, Chỉ số VNIndex, Lạm phát Mỹ)",
QLRR,stg_qlrr_risk_indicator_custom,ods_qlrr_risk_indicator_custom,unit_code,,"Đơn vị mặc định 
1=%
2=Điểm
3=Tỷ VND
4=Triệu USD
5=Hợp đồng
6=Cổ phiếu
7=Công ty
8=VND
9=Số tài khoản
10=Đơn vị tính",
QLRR,stg_qlrr_risk_indicator_custom,ods_qlrr_risk_indicator_custom,source_code,,Nguồn cảnh báo,
QLRR,stg_qlrr_risk_indicator_custom,ods_qlrr_risk_indicator_custom,period_type,,"Tần suất: 1=Ngày, 2=Tháng, 3=Quý, 4=Năm",
QLRR,stg_qlrr_risk_indicator_custom,ods_qlrr_risk_indicator_custom,status,,"0=Không hoạt động
1=Hoạt động",
QLRR,stg_qlrr_risk_indicator_custom,ods_qlrr_risk_indicator_custom,created_at,,Ngày tạo,
QLRR,stg_qlrr_risk_indicator_custom,ods_qlrr_risk_indicator_custom,updated_at,,Ngày sửa cuối,
QLRR,stg_qlrr_risk_indicator_custom,ods_qlrr_risk_indicator_custom,created_by_id,,User_id người tạo,
QLRR,stg_qlrr_risk_indicator_custom,ods_qlrr_risk_indicator_custom,updated_by_id,,User_id người cập nhật,
QLRR,stg_qlrr_risk_indicator_custom,ods_qlrr_risk_indicator_custom,created_by_name,,Tên người tạo,
QLRR,stg_qlrr_risk_indicator_custom,ods_qlrr_risk_indicator_custom,updated_by_name,,Tên người cập nhật,
QLRR,stg_qlrr_risk_indicator_custom,ods_qlrr_risk_indicator_custom,deleted,,Soft delete,
QLRR,stg_qlrr_risk_indicator_value,ods_qlrr_risk_indicator_value,id,,Primary key,PK
QLRR,stg_qlrr_risk_indicator_value,ods_qlrr_risk_indicator_value,indicator_id,,Chỉ tiêu,FK
QLRR,stg_qlrr_risk_indicator_value,ods_qlrr_risk_indicator_value,period_type,,"Kỳ dữ liệu: 1=Ngày, 2=Tháng, 3=Quý, 4=Năm",
QLRR,stg_qlrr_risk_indicator_value,ods_qlrr_risk_indicator_value,period_value,,"Lưu giá trị dành cho trường hợp period_type = Tháng, Quý. 
Dựa vào dữ liệu của period_date.
Vd:
period_type=Tháng
period_date = 12/03/2026 thì period_value = 3
Vd:
period_type=Quý
period_date=12/03/2026
thì period_value = 1
(Quý 1: Tháng 1, Tháng 2, Tháng 3.
Quý 2: Tháng 4, Tháng 5, Tháng 6.
Quý 3: Tháng 7, Tháng 8, Tháng 9.
Quý 4: Tháng 10, Tháng 11, Tháng 12
)",
QLRR,stg_qlrr_risk_indicator_value,ods_qlrr_risk_indicator_value,period_year,,Năm lấy theo period_date,
QLRR,stg_qlrr_risk_indicator_value,ods_qlrr_risk_indicator_value,period_date,,Ngày đại diện cho kỳ,
QLRR,stg_qlrr_risk_indicator_value,ods_qlrr_risk_indicator_value,period_label,,"Chuỗi hiển thị kỳ (VD: 2024-01, 2024-Q1, 2024)",
QLRR,stg_qlrr_risk_indicator_value,ods_qlrr_risk_indicator_value,value,,Giá trị chỉ tiêu tại kỳ này,
QLRR,stg_qlrr_risk_indicator_value,ods_qlrr_risk_indicator_value,unit_code,,"Đơn vị 
1=%
2=Điểm
3=Tỷ VND
4=Triệu USD
5=Hợp đồng
6=Cổ phiếu
7=Công ty
8=VND
9=Số tài khoản 
10=Đơn vị tính",
