STT;Dashboard/báo cáo;Thông tin;Mô tả;Nhóm yêu cầu;Phân loại;Đánh giá;Độ chi tiết;Nguồn;Thông tin cần phân tích;Thông tin cần Test;Cần dữ liệu lịch sử;Trạng thái phân tích;Test script verify mapping;Mapping;Note;Test script tại nguồn;Test script tại đích;Kết quả Test;Model;DMT
121;Báo cáo tình hình hoạt động năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam;Báo cáo hoạt động giám sát tuân thủ >> Về hoạt động giám sát tuân thủ >> Thực hiện các văn bản quy phạm pháp luật >> Ghi chú;Báo cáo hoạt động giám sát tuân thủ >> Về hoạt động giám sát tuân thủ >> Thực hiện các văn bản quy phạm pháp luật >> Ghi chú;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
121;Báo cáo tình hình hoạt động năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam;Báo cáo hoạt động giám sát tuân thủ >> Về hoạt động giám sát tuân thủ >> Thực hiện các văn bản của UBCKNN >> Số lần vi phạm trong năm;Báo cáo hoạt động giám sát tuân thủ >> Về hoạt động giám sát tuân thủ >> Thực hiện các văn bản của UBCKNN >> Số lần vi phạm trong năm;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
121;Báo cáo tình hình hoạt động năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam;Báo cáo hoạt động giám sát tuân thủ >> Về hoạt động giám sát tuân thủ >> Thực hiện các văn bản của UBCKNN >> Hình thức xử lý;Báo cáo hoạt động giám sát tuân thủ >> Về hoạt động giám sát tuân thủ >> Thực hiện các văn bản của UBCKNN >> Hình thức xử lý;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
121;Báo cáo tình hình hoạt động năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam;Báo cáo hoạt động giám sát tuân thủ >> Về hoạt động giám sát tuân thủ >> Thực hiện các văn bản của UBCKNN >> Ghi chú;Báo cáo hoạt động giám sát tuân thủ >> Về hoạt động giám sát tuân thủ >> Thực hiện các văn bản của UBCKNN >> Ghi chú;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
121;Báo cáo tình hình hoạt động năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam;Chỉ tiêu an toàn tài chính >> Vốn được cấp (đồng) >> Giá trị;Chỉ tiêu an toàn tài chính >> Vốn được cấp (đồng) >> Giá trị;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
121;Báo cáo tình hình hoạt động năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam;Chỉ tiêu an toàn tài chính >> Vốn được cấp (đồng) >> Tỷ lệ;Chỉ tiêu an toàn tài chính >> Vốn được cấp (đồng) >> Tỷ lệ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
121;Báo cáo tình hình hoạt động năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam;Chỉ tiêu an toàn tài chính >> Lãi (Lỗ) lũy kế (đồng) >> Giá trị;Chỉ tiêu an toàn tài chính >> Lãi (Lỗ) lũy kế (đồng) >> Giá trị;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
121;Báo cáo tình hình hoạt động năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam;Chỉ tiêu an toàn tài chính >> Lãi (Lỗ) lũy kế (đồng) >> Tỷ lệ;Chỉ tiêu an toàn tài chính >> Lãi (Lỗ) lũy kế (đồng) >> Tỷ lệ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
121;Báo cáo tình hình hoạt động năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam;Chỉ tiêu an toàn tài chính >> Tài sản cố định (đồng) >> Giá trị;Chỉ tiêu an toàn tài chính >> Tài sản cố định (đồng) >> Giá trị;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
121;Báo cáo tình hình hoạt động năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam;Chỉ tiêu an toàn tài chính >> Tài sản cố định (đồng) >> Tỷ lệ;Chỉ tiêu an toàn tài chính >> Tài sản cố định (đồng) >> Tỷ lệ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
121;Báo cáo tình hình hoạt động năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam;Chỉ tiêu an toàn tài chính >> Tỷ lệ vốn khả dụng (%) >> Giá trị;Chỉ tiêu an toàn tài chính >> Tỷ lệ vốn khả dụng (%) >> Giá trị;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
121;Báo cáo tình hình hoạt động năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam;Chỉ tiêu an toàn tài chính >> Tỷ lệ vốn khả dụng (%) >> Tỷ lệ;Chỉ tiêu an toàn tài chính >> Tỷ lệ vốn khả dụng (%) >> Tỷ lệ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
121;Báo cáo tình hình hoạt động năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam;Chỉ tiêu an toàn tài chính >> Tổng tài sản >> Giá trị;Chỉ tiêu an toàn tài chính >> Tổng tài sản >> Giá trị;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
121;Báo cáo tình hình hoạt động năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam;Chỉ tiêu an toàn tài chính >> Tổng tài sản >> Tỷ lệ;Chỉ tiêu an toàn tài chính >> Tổng tài sản >> Tỷ lệ;Data Explorer;Chỉ tiêu cơ sở;TB;Ngày, CTCK;SCMS;;X;;;;;;;;;;
122;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Thông tin kiểm toán;Loại báo cáo;Loại báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
122;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Thông tin kiểm toán;Kỳ báo cáo;Kỳ báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
122;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Thông tin kiểm toán;Mã báo cáo;Mã báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
122;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Thông tin kiểm toán;Tên báo cáo;Tên báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
122;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Thông tin kiểm toán;Mã chỉ tiêu;Mã chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
122;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Thông tin kiểm toán;Tên chỉ tiêu;Tên chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
122;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Thông tin kiểm toán;Người đại diện KT;Người đại diện KT;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
122;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Thông tin kiểm toán;Chức vụ;Chức vụ;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
122;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Thông tin kiểm toán;Giấy chứng nhận;Giấy chứng nhận;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
122;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Thông tin kiểm toán;Người kiểm toán;Người kiểm toán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
122;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Thông tin kiểm toán;Giấy chứng nhận;Giấy chứng nhận;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
122;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Thông tin kiểm toán;Ngày kiểm toán;Ngày kiểm toán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
122;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Thông tin kiểm toán;Ý kiến kiểm toán;Ý kiến kiểm toán;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;Loại báo cáo;Loại báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;Kỳ báo cáo;Kỳ báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;Mã báo cáo;Mã báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;Tên báo cáo;Tên báo cáo;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;Mã chỉ tiêu;Mã chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;Tên chỉ tiêu;Tên chỉ tiêu;Data Explorer;Chiều;Dễ;Ngày, CTCK;SCMS;X;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;A. TÀI SẢN NGẮN HẠN (100 = 110 + 130);100;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;I. Tài sản tài chính;110;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;1.Tiền và các khoản tương đương tiền;111;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;1.1. Tiền;111,1;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;1.2. Các khoản tương đương tiền;111,2;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL);112;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;3. Các  khoản đầu tư  nắm giữ đến ngày đáo hạn (HTM);113;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;4. Các khoản cho vay;114;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;5. Tài sản tài chính sẵn sàng để bán (AFS);115;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;"6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp
";116;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;7. Các khoản phải thu;117;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;7.1. Phải thu bán các tài sản tài chính;117,1;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính
";117,2;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận;117,3;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận;117,4;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;8. Trả trước cho người bán;118;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;9. Phải thu các dịch vụ CTCK cung cấp;119;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;10. Phải thu nội bộ;120;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;11. Phải thu về lỗi giao dịch chứng khoán;121;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;12. Các khoản phải thu khác;122;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;13. Dự phòng suy giảm giá trị các khoản phải thu (*);129;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;II. Tài sản ngắn hạn khác;130;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;1. Tạm ứng;131;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;2. Vật tư văn phòng, công cụ, dụng cụ;132;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;3. Chi phí trả trước ngắn hạn;133;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;4. Cầm cố, thế chấp, ký quỹ, ký cược ngắn hạn;134;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;5. Thuế giá trị gia tăng được khấu trừ;135;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;6. Thuế và các khoản khác phải thu Nhà nước;136;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;7. Tài sản ngắn hạn khác;137;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;8. Giao dịch mua bán lại trái phiếu Chính phủ;138;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;9. Dự phòng suy giảm giá trị tài sản ngắn hạn khác;139;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;B. TÀI SẢN DÀI HẠN (200 = 210 + 220 + 230 + 240 + 250 - 260);200;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;I. Tài sản tài chính dài hạn;210;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;1. Các khoản phải thu dài hạn;211;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;2. Các khoản đầu tư;212;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;2.1.Các khoản đầu tư nắm giữ đến ngày đáo hạn;212,1;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;2.2. Đầu tư vào công ty con;212,2;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;2.3. Đầu tư vào công ty liên doanh, liên kết;212,3;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;2.4. Đầu tư dài hạn khác;212,4;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;3. Dự phòng suy giảm tài sản tài chính dài hạn;213;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;II. Tài sản cố định;220;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;1. Tài sản cố định hữu hình;221;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;- Nguyên giá;222;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;- Giá trị hao mòn luỹ kế (*);"223a
";Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;- Đánh giá TSCĐHH theo giá trị hợp lý;"223b
";Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;2. Tài sản cố định thuê tài chính;224;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;- Nguyên giá;225;Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;- Giá trị hao mòn luỹ kế (*);"226a
";Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
123;Báo cáo tài chính quý, soát xét bán niên, kiểm toán năm - Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam >> Báo cáo tình hình tài chính riêng;- Đánh giá TSCĐTTC theo giá trị hợp lý;"226b
";Data Explorer;Chỉ tiêu cơ sở;Dễ;Ngày, CTCK;SCMS;;X;;;;;;;;;;
